"Feature"	"Consortium_Early_R1"	"Consortium_Early_R2"	"Consortium_Early_R3"	"Consortium_Late_R1"	"Consortium_Late_R2"	"Consortium_Late_R3"	"HGF2_Early_R1"	"HGF2_Early_R2"	"HGF2_Early_R3"	"HGF2_Late_R1"	"HGF2_Late_R2"	"HGF2_Late_R13"
"RCHGF003245"	1	9	2	0	0	2	1293	1159	688	577	921	713
"RCHGF003246"	2	2	2	0	0	2	65	74	47	99	74	41
"RCHGF003247"	0	1	0	2	1	0	192	187	366	348	253	172
"RCHGF003248"	0	3	0	0	0	0	122	129	85	47	68	61
"RCHGF003249"	0	5	4	3	0	0	1239	946	1757	559	633	549
"RCHGF003250"	7	8	0	0	0	0	396	414	298	212	234	195
"RCHGF003252"	0	0	0	0	0	1	178	148	89	70	72	69
"RCHGF003253"	45	22	38	15	13	11	37460	33488	36767	36945	26708	18066
"RCHGF003254"	0	0	0	0	0	0	34	48	24	20	12	20
"RCHGF003255"	2	4	0	3	0	0	704	545	563	386	338	269
"RCHGF003256"	6	3	2	1	1	0	757	748	558	4830	4051	3533
"RCHGF003257"	5	2	4	1	0	1	182	192	153	6471	6349	5333
"RCHGF003258"	2	1	0	0	1	0	22	45	48	51	83	68
"RCHGF003259"	2	0	4	0	0	2	149	124	133	290	364	323
"RCHGF003260"	1	1	1	1	0	0	181	158	93	1297	1271	1299
"RCHGF003261"	2	2	0	2	0	0	297	332	261	2999	2703	2304
"RCHGF003262"	6	3	2	2	0	0	633	562	813	588	470	277
"RCHGF003263"	0	0	0	0	0	0	29	36	24	22	37	13
"RCHGF003264"	4	1	0	1	1	0	779	855	990	740	545	416
"RCHGF003265"	0	0	0	0	0	0	7	4	4	1	15	2
"RCHGF003266"	0	0	0	0	0	0	5	0	8	2	0	3
"RCHGF003267"	0	0	0	0	0	0	39	49	29	51	40	36
"RCHGF003268"	0	1	0	0	0	0	17	18	14	22	7	20
"RCHGF003269"	13	10	21	5	6	1	3320	3055	2273	922	928	800
"RCHGF003270"	6	3	5	1	3	0	1037	904	560	381	369	385
"RCHGF003271"	2	1	4	0	4	2	971	1006	491	675	351	296
"RCHGF003272"	5	5	7	5	1	4	1916	2156	1566	3652	2419	2412
"RCHGF003273"	1	0	0	0	0	0	33	38	47	61	92	83
"RCHGF003274"	8	4	2	0	1	0	660	722	560	2346	2373	2293
"RCHGF003275"	1	9	3	5	1	1	1743	1613	1020	1056	1237	1009
"RCHGF003276"	15	8	10	1	4	0	3002	2688	1721	1633	1898	1575
"RCHGF003277"	10	18	12	8	9	3	4423	4017	3734	3028	3105	2494
"RCHGF003278"	5	3	3	0	3	3	1472	1560	918	1326	1170	935
"RCHGF003279"	24	35	33	9	19	2	10680	10927	8346	7952	7692	6726
"RCHGF003280"	10	12	9	0	4	1	3612	3182	2740	2209	2132	1726
"RCHGF003281"	24	12	10	6	7	19	4081	3892	4127	3429	3066	2448
"RCHGF003282"	9	11	11	7	4	2	3174	3276	2273	2982	2956	2423
"RCHGF003283"	0	0	2	0	0	0	168	200	202	335	228	197
"RCHGF003284"	1	0	0	1	0	0	61	95	117	131	117	89
"RCHGF003285"	5	4	5	3	4	1	2778	2455	2680	3389	3038	2350
"RCHGF003286"	5	3	1	1	2	2	374	345	129	364	438	455
"RCHGF003287"	4	13	2	1	6	2	1394	1506	722	2868	3682	3519
"RCHGF003288"	8	16	13	8	4	8	1513	1568	704	2675	4826	4436
"RCHGF003289"	3	2	2	5	0	3	455	446	252	852	1508	1275
"RCHGF003290"	0	1	0	0	0	0	41	57	27	61	173	101
"RCHGF003291"	11	7	3	4	2	1	654	622	258	675	1001	902
"RCHGF003292"	1	1	3	0	0	0	150	152	62	219	339	217
"RCHGF003293"	0	0	0	0	0	0	70	81	36	76	82	78
"RCHGF003294"	3	2	10	2	1	1	805	851	325	786	1119	957
"RCHGF003295"	0	2	0	0	0	0	97	75	34	32	31	32
"RCHGF003296"	0	2	3	4	1	0	371	399	147	412	562	477
"RCHGF003297"	0	0	0	0	0	1	145	152	43	80	89	84
"RCHGF003298"	1	0	1	1	0	0	79	77	70	50	43	48
"RCHGF003299"	1	1	0	0	0	0	181	200	91	67	85	60
"RCHGF003300"	2	1	1	1	0	2	361	423	183	154	158	127
"RCHGF003301"	0	3	2	0	0	0	145	199	72	156	146	145
"RCHGF003302"	4	1	2	0	0	0	91	68	46	43	49	60
"RCHGF003303"	0	0	2	0	0	0	121	132	47	43	42	27
"RCHGF003304"	3	3	0	1	0	0	358	330	141	182	183	134
"RCHGF003305"	7	2	2	1	1	3	599	541	935	581	489	391
"RCHGF003306"	9	14	15	7	10	5	2758	2481	2998	4247	2813	2033
"RCHGF003307"	2	6	0	0	0	0	163	141	111	61	62	67
"RCHGF003308"	1	0	0	0	0	0	44	30	42	25	37	9
"RCHGF003309"	1	3	2	1	0	0	108	114	67	47	51	47
"RCHGF003310"	0	1	1	0	0	0	60	37	34	29	19	13
"RCHGF003311"	0	0	0	0	0	0	29	35	31	15	18	17
"RCHGF003312"	0	0	0	0	0	0	14	9	10	1	6	7
"RCHGF003313"	0	0	1	0	1	0	62	43	19	14	24	19
"RCHGF003314"	0	1	0	0	0	0	24	23	20	3	13	7
"RCHGF003315"	0	0	0	0	0	0	1	2	3	0	0	0
"RCHGF003316"	7	3	2	1	2	0	518	562	306	287	300	236
"RCHGF003317"	0	2	0	0	0	0	62	52	27	43	19	10
"RCHGF003318"	3	0	1	0	0	0	192	208	117	94	54	70
"RCHGF003319"	1	3	5	0	1	0	374	286	183	181	114	113
"RCHGF003320"	0	0	0	0	0	0	45	57	18	29	15	23
"RCHGF003321"	0	1	0	0	0	0	65	95	54	62	20	21
"RCHGF003322"	0	0	0	0	0	0	2	0	1	0	0	0
"RCHGF003323"	0	0	0	0	0	0	24	22	12	15	24	35
"RCHGF003324"	5	17	12	9	6	1	979	1180	409	1914	2678	2445
"RCHGF003325"	2	3	3	1	0	0	98	79	59	147	180	165
"RCHGF003326"	6	5	7	12	5	4	774	726	351	1031	1519	1394
"RCHGF003327"	6	1	4	4	3	2	297	280	116	335	534	585
"RCHGF003328"	4	2	2	0	0	1	454	471	312	269	315	296
"RCHGF003329"	1	4	2	0	1	0	123	96	91	95	128	96
"RCHGF003330"	1	3	0	0	0	0	289	334	242	190	326	232
"RCHGF003331"	13	6	3	1	1	0	967	839	955	712	1017	871
"RCHGF003332"	4	14	7	3	3	9	6663	6265	3589	3498	4318	3501
"RCHGF003333"	10	14	6	2	8	8	5678	6604	4559	4242	6200	5684
"RCHGF003334"	11	6	8	3	2	0	2694	3105	2279	1881	2996	2692
"RCHGF003335"	0	0	1	0	1	0	295	356	301	189	232	195
"RCHGF003336"	11	3	4	0	3	0	2997	3491	2546	2003	3186	2768
"RCHGF003337"	13	9	5	6	4	1	4245	4668	4114	2988	3640	3168
"RCHGF003338"	5	4	3	2	1	4	5194	5831	4885	2918	3985	3073
"RCHGF003339"	2	7	3	1	1	0	2730	2959	1422	1279	1507	1201
"RCHGF003340"	4	1	4	4	0	0	219	283	151	96	101	92
"RCHGF003341"	3	1	0	0	0	0	141	188	99	63	79	61
"RCHGF003342"	3	0	1	4	1	0	511	537	275	203	281	284
"RCHGF003343"	767	1044	909	389	351	355	79863	69865	47882	37463	39589	32950
"RCHGF003344"	5	13	1	1	1	0	472	547	288	269	323	212
"RCHGF003345"	0	0	0	0	0	0	54	53	34	41	27	26
"RCHGF003346"	0	0	0	0	0	0	56	50	57	56	43	32
"RCHGF003347"	1	1	0	0	0	0	106	114	68	32	39	29
"RCHGF003348"	1	4	1	3	0	0	1804	1967	1126	1238	1446	1249
"RCHGF003349"	5	10	16	2	1	0	5285	6154	2630	2676	2971	2599
"RCHGF003350"	1	1	2	5	0	1	933	849	842	494	708	625
"RCHGF003351"	5	17	20	11	9	8	3783	3599	2862	2149	2624	2153
"RCHGF003352"	9	17	12	3	2	4	3469	3087	2205	1534	2241	1850
"RCHGF003353"	6	5	6	4	2	3	2157	2072	1477	1248	1880	1556
"RCHGF003354"	25	15	25	9	15	17	3737	3618	1855	834	987	715
"RCHGF003355"	61	58	70	28	15	34	7186	7237	3042	1715	2385	1933
"RCHGF003356"	38	35	34	11	11	6	4599	5362	2905	1387	1758	1522
"RCHGF003357"	3	3	1	5	3	1	2011	2088	1798	483	641	463
"RCHGF003359"	1	1	1	0	0	1	488	547	606	303	483	388
"RCHGF003360"	0	0	1	0	0	0	16	32	22	14	24	13
"RCHGF003361"	3	4	2	0	4	2	626	716	412	760	587	537
"RCHGF003362"	0	0	0	0	0	0	28	38	18	36	26	32
"RCHGF003363"	5	2	4	1	3	0	1194	1329	1139	1235	981	869
"RCHGF003364"	13	9	6	7	3	1	7328	7955	5750	4771	5609	4958
"RCHGF003365"	0	2	0	0	0	2	3484	3469	2076	2209	2273	1934
"RCHGF003366"	9	34	3	0	3	1	745	924	733	11133	16529	13028
"RCHGF003367"	0	0	0	0	0	0	79	88	101	93	120	109
"RCHGF003368"	0	1	0	0	0	0	1054	1074	2353	262	189	101
"RCHGF003369"	2	1	0	1	1	3	1050	856	1368	682	685	637
"RCHGF003370"	5	3	1	1	0	2	1140	1211	1296	886	1066	915
"RCHGF003371"	2	1	2	4	0	1	1523	1190	2686	1373	1422	1046
"RCHGF003372"	0	0	0	0	0	0	19	20	14	12	8	6
"RCHGF003373"	1	1	1	0	1	0	322	354	347	163	181	158
"RCHGF003374"	0	0	2	0	0	2	101	83	82	51	72	54
"RCHGF003375"	7	11	7	10	5	2	3927	3819	2019	2230	2961	2534
"RCHGF003376"	3	0	0	0	1	0	97	101	117	80	68	62
"RCHGF003377"	0	0	0	0	0	0	6	9	6	6	2	5
"RCHGF003378"	3	12	6	5	3	7	1082	1077	770	617	674	591
"RCHGF003379"	8	16	19	8	4	3	1481	1367	1234	882	810	693
"RCHGF003380"	0	2	2	0	0	0	149	171	179	108	86	89
"RCHGF003381"	0	4	3	0	0	0	64	95	58	124	74	63
"RCHGF003382"	1	12	8	1	2	0	166	215	198	183	109	79
"RCHGF003383"	0	0	0	0	0	0	64	71	75	52	46	34
"RCHGF003384"	0	1	0	1	0	0	150	150	112	111	100	110
"RCHGF003385"	2	5	1	0	0	0	116	142	118	156	91	71
"RCHGF003386"	0	1	2	0	0	0	15	15	13	4	5	11
"RCHGF003387"	2	0	0	0	0	0	50	72	38	44	31	20
"RCHGF003388"	6	4	1	0	0	0	139	183	122	132	139	155
"RCHGF003389"	3	2	0	0	1	0	143	148	133	125	80	67
"RCHGF003390"	3	8	2	0	1	0	466	472	429	141	106	96
"RCHGF003391"	7	5	3	1	3	0	1471	1167	1518	821	928	787
"RCHGF003392"	3	3	4	3	0	0	784	665	1547	291	283	188
"RCHGF003393"	4	6	0	0	0	2	1581	1535	1947	654	863	680
"RCHGF003394"	1	3	1	0	3	0	1082	1041	897	526	601	497
"RCHGF003395"	0	0	1	0	0	0	177	204	53	17	18	11
"RCHGF003396"	151	174	151	85	82	93	31151	41687	5858	2106	1848	1540
"RCHGF003397"	0	6	9	6	5	0	3334	2894	2018	759	615	430
"RCHGF003398"	29	37	22	15	8	11	6088	5499	5928	1538	1409	1004
"RCHGF003399"	7	1	3	0	0	0	600	587	200	90	80	75
"RCHGF003400"	0	0	0	0	0	1	169	189	67	748	454	423
"RCHGF003401"	13	3	3	0	0	0	348	392	171	6783	6528	5654
"RCHGF003402"	0	1	0	1	0	0	66	76	42	1692	1382	1088
"RCHGF003403"	16	7	5	6	5	2	4060	3629	5498	5729	6340	5245
"RCHGF003404"	0	0	0	0	0	0	181	155	141	308	342	276
"RCHGF003405"	0	2	2	0	1	1	446	416	434	361	381	321
"RCHGF003406"	1	0	0	1	0	0	647	727	612	431	443	438
"RCHGF003407"	1	5	1	0	0	0	1045	1010	839	625	926	720
"RCHGF003408"	5	7	0	0	0	0	1793	1865	1207	917	1172	903
"RCHGF003410"	5	1	0	2	2	0	366	257	120	343	531	272
"RCHGF003411"	4	7	7	0	1	1	482	404	451	2619	4260	2723
"RCHGF003412"	1	0	1	0	0	0	24	20	16	108	203	104
"RCHGF003413"	2	0	0	0	0	0	54	48	19	134	277	211
"RCHGF003414"	1	0	0	0	0	0	30	42	17	81	139	130
"RCHGF003415"	0	0	0	0	0	0	5	4	2	12	30	11
"RCHGF003416"	0	0	0	0	0	0	0	2	1	3	4	1
"RCHGF003417"	0	0	0	0	0	0	16	8	7	16	42	23
"RCHGF003418"	1	0	0	1	0	0	189	181	92	849	1767	1172
"RCHGF003419"	1	3	0	0	2	0	219	257	136	1952	4424	2816
"RCHGF003420"	4	0	0	0	0	0	30	26	11	171	502	323
"RCHGF003421"	1	0	0	0	0	0	60	49	13	216	534	368
"RCHGF003422"	2	2	0	1	0	0	55	60	45	439	1098	736
"RCHGF003423"	0	2	0	0	2	0	41	67	40	779	1906	1212
"RCHGF003424"	4	2	1	0	0	0	241	307	156	2514	5873	4078
"RCHGF003425"	0	0	0	0	0	0	24	18	4	48	87	66
"RCHGF003426"	10	9	1	4	0	0	195	256	177	1124	2742	1884
"RCHGF003427"	0	0	0	0	0	0	23	28	9	420	869	627
"RCHGF003428"	0	2	0	0	0	0	19	27	26	520	850	641
"RCHGF003429"	2	1	0	0	0	0	182	228	113	3583	7202	4677
"RCHGF003430"	0	4	0	1	0	0	90	124	62	1099	2416	1515
"RCHGF003431"	10	13	7	8	0	0	704	698	363	13687	32687	22083
"RCHGF003432"	114	171	109	83	60	38	11138	11166	6797	7705	8518	6662
"RCHGF003433"	81	72	78	47	30	36	6802	6601	5529	4453	5117	3738
"RCHGF003434"	28	32	32	39	23	10	2994	3122	3812	3137	4132	2725
"RCHGF003435"	10	12	6	3	8	6	1397	1476	928	2875	5257	3507
"RCHGF003436"	3	2	0	0	0	0	82	101	42	179	330	224
"RCHGF003437"	2	0	3	0	0	1	425	454	219	1368	2704	1702
"RCHGF003438"	0	0	1	1	0	0	88	128	27	334	770	539
"RCHGF003439"	0	0	0	0	0	0	43	60	34	176	337	244
"RCHGF003440"	0	2	1	0	2	0	205	220	87	789	1465	958
"RCHGF003441"	0	3	3	1	0	0	862	930	746	578	925	592
"RCHGF003442"	20	21	12	10	1	2	3282	3348	4347	3972	5611	3802
"RCHGF003443"	1	0	3	0	0	0	207	213	151	260	316	259
"RCHGF003444"	0	1	4	0	0	0	90	110	84	480	1202	659
"RCHGF003445"	0	0	0	0	0	0	39	22	31	636	883	522
"RCHGF003446"	0	0	0	0	0	0	3	0	1	1	2	0
"RCHGF003447"	0	0	0	0	0	0	3	8	4	8	9	9
"RCHGF003448"	2	4	4	0	0	0	126	189	132	1137	1827	1155
"RCHGF003449"	2	1	1	1	0	1	120	99	87	494	1054	626
"RCHGF003450"	4	1	0	1	0	0	207	330	153	1574	2624	1509
"RCHGF003451"	0	0	2	0	0	0	25	35	14	758	1296	666
"RCHGF003452"	0	1	0	0	1	1	91	71	92	252	488	265
"RCHGF003453"	0	0	2	0	0	0	9	11	11	29	35	7
"RCHGF003454"	0	1	0	0	0	0	86	81	103	351	534	263
"RCHGF003455"	0	6	0	0	0	0	62	49	51	130	177	130
"RCHGF003456"	0	0	0	0	0	0	130	155	87	551	655	471
"RCHGF003457"	0	0	0	0	0	0	3	7	14	10	17	19
"RCHGF003458"	0	4	1	0	0	0	110	133	67	452	439	339
"RCHGF003459"	1	1	1	9	0	0	157	156	138	557	618	404
"RCHGF003460"	2	0	0	0	0	0	17	20	17	48	73	36
"RCHGF003461"	0	0	0	0	0	0	48	33	41	109	209	76
"RCHGF003462"	0	0	0	0	0	0	82	84	53	234	384	266
"RCHGF003463"	0	0	1	0	0	0	22	46	23	59	68	55
"RCHGF003464"	0	0	0	0	0	0	19	30	30	23	28	24
"RCHGF003465"	0	0	0	0	0	0	7	6	6	5	6	8
"RCHGF003467"	1	0	0	0	0	0	227	272	169	149	188	178
"RCHGF003468"	5	13	2	3	1	0	1098	1055	577	668	882	708
"RCHGF003469"	0	0	0	0	2	0	235	275	164	122	150	120
"RCHGF003470"	51	54	60	26	25	20	13505	16398	8610	12820	13863	12006
"RCHGF003471"	7	39	32	13	17	8	9242	9969	6599	8210	10335	8766
"RCHGF003472"	6	6	10	5	0	0	800	851	1031	460	597	467
"RCHGF003473"	1	1	1	1	1	0	864	891	1973	602	608	410
"RCHGF003474"	3	5	1	0	6	5	743	717	607	1079	1466	1345
"RCHGF003475"	14	15	22	19	11	6	5598	5154	9807	8081	10814	8722
"RCHGF003476"	3	0	4	0	2	0	971	839	741	422	499	347
"RCHGF003477"	1	5	4	2	3	0	1519	1471	648	395	529	393
"RCHGF003478"	7	8	1	2	0	0	762	894	917	787	1013	768
"RCHGF003479"	2	0	2	0	0	1	1273	1135	1166	603	854	678
"RCHGF003480"	17	8	12	8	0	8	1265	1430	830	2663	2744	2342
"RCHGF003481"	4	9	2	1	2	3	727	809	512	1570	1921	1573
"RCHGF003482"	1	1	2	0	0	0	373	356	284	724	951	726
"RCHGF003483"	0	2	0	1	0	0	405	428	248	599	720	566
"RCHGF003484"	5	3	8	5	2	5	1014	1356	622	849	1117	943
"RCHGF003485"	16	11	9	15	4	2	993	1007	645	812	1059	853
"RCHGF003486"	8	7	3	1	2	1	1013	1067	1207	602	699	657
"RCHGF003488"	15	15	9	4	2	1	3748	3923	3220	1760	2374	1974
"RCHGF003489"	0	0	0	0	1	0	98	101	59	48	35	37
"RCHGF003490"	1	0	2	0	0	0	469	535	338	243	297	225
"RCHGF003491"	3	6	3	0	0	1	487	524	407	283	477	406
"RCHGF003492"	0	0	1	0	0	0	95	138	190	157	102	69
"RCHGF003493"	4	2	7	2	3	5	640	664	376	491	526	446
"RCHGF003494"	4	0	3	1	1	4	854	863	987	895	1022	863
"RCHGF003495"	5	4	6	0	1	0	573	670	289	503	534	435
"RCHGF003496"	7	8	5	1	3	2	868	1033	784	530	491	426
"RCHGF003497"	10	19	8	2	4	8	1582	1705	734	556	640	543
"RCHGF003498"	14	13	17	1	3	1	1405	1246	780	891	1584	1206
"RCHGF003499"	27	31	32	22	9	13	1808	1567	3857	3017	2449	2066
"RCHGF003500"	86	119	152	42	47	33	11927	11224	11026	19875	29568	25908
"RCHGF003501"	27	28	32	14	14	9	3145	3452	2990	6319	10285	9169
"RCHGF003502"	184	215	203	105	85	111	26914	26349	21444	47630	63753	58402
"RCHGF003503"	100	144	102	44	32	67	19215	20571	16023	47626	76452	69796
"RCHGF003504"	92	109	88	51	24	30	16171	18620	12817	39514	59844	55413
"RCHGF003505"	61	75	61	32	13	35	15034	14526	12301	34873	55215	46799
"RCHGF003506"	15	23	26	15	13	10	2610	2521	4570	10329	16589	15221
"RCHGF003507"	192	252	163	95	62	83	30881	35118	24775	85991	124514	115984
"RCHGF003508"	41	31	21	21	12	6	1019	1331	539	101581	83448	72986
"RCHGF003509"	5	4	2	2	2	0	126	147	55	1651	1379	1341
"RCHGF003510"	10	7	17	2	6	2	1509	1372	1752	965	1190	865
"RCHGF003511"	0	2	3	0	3	0	322	358	423	139	88	50
"RCHGF003512"	35	43	33	12	11	14	4757	5813	2502	1953	2704	2192
"RCHGF003513"	18	9	23	6	12	6	4953	5214	3163	2139	3348	2664
"RCHGF003514"	3	10	5	2	3	0	302	328	255	234	258	235
"RCHGF003515"	4	8	4	3	2	0	771	819	772	730	820	673
"RCHGF003516"	0	20	15	6	8	2	1999	2298	542	554	789	706
"RCHGF003517"	102	152	86	50	41	40	20694	23987	8520	4737	6058	5736
"RCHGF003518"	2	10	2	0	2	0	532	650	283	272	328	280
"RCHGF003519"	0	0	1	0	0	0	89	106	69	36	54	42
"RCHGF003520"	1	0	0	0	0	3	127	139	104	58	72	77
"RCHGF003521"	3	0	0	6	0	0	116	148	83	46	48	53
"RCHGF003522"	2	0	0	0	0	0	26	29	28	20	27	21
"RCHGF003523"	1	4	2	0	2	0	421	513	279	217	296	202
"RCHGF003524"	1	6	0	0	0	0	650	593	625	184	229	151
"RCHGF003525"	1	0	0	1	0	0	77	79	17	4	5	11
"RCHGF003526"	2	7	0	5	5	1	119	112	93	47717	32269	28765
"RCHGF003527"	0	2	0	0	0	0	308	332	170	1155	688	538
"RCHGF003528"	0	0	0	0	2	0	37	40	9	245	93	86
"RCHGF003529"	6	3	10	2	4	3	5549	6136	9370	2780	1335	968
"RCHGF003530"	6	5	12	2	0	7	1795	1716	1757	2248	1486	1247
"RCHGF003531"	2	8	3	1	1	3	601	683	441	2548	2711	2134
"RCHGF003532"	4	6	2	1	4	0	711	663	583	549	754	623
"RCHGF003533"	9	5	7	1	1	1	1586	1763	742	962	1221	1015
"RCHGF003534"	1	4	1	0	0	0	301	362	287	331	394	311
"RCHGF003535"	3	0	3	0	0	0	994	983	626	273	394	310
"RCHGF003536"	8	4	7	0	2	2	1385	1413	1345	350	492	395
"RCHGF003537"	2	9	4	0	0	2	1161	871	1178	427	393	367
"RCHGF003538"	7	6	11	3	2	5	2506	2644	1299	688	894	649
"RCHGF003539"	412	546	441	201	207	189	23240	25050	10448	8281	9277	8683
"RCHGF003540"	2	2	1	2	3	0	554	670	340	293	465	326
"RCHGF003541"	4	21	11	4	3	4	3507	3772	2519	4589	7764	5240
"RCHGF003542"	14	16	13	8	4	4	4002	4155	4072	1972	2033	1972
"RCHGF003543"	2	1	0	0	0	0	370	365	190	391	300	269
"RCHGF003544"	2	0	2	3	1	0	242	203	87	215	117	112
"RCHGF003545"	1	2	0	0	0	1	640	786	830	474	494	368
"RCHGF003546"	0	0	1	0	0	0	239	279	126	150	171	142
"RCHGF003547"	0	1	0	0	0	0	158	139	98	84	110	145
"RCHGF003548"	1	0	0	0	0	0	426	562	270	332	459	313
"RCHGF003549"	0	1	0	2	0	0	302	415	203	230	397	212
"RCHGF003550"	43	50	22	12	16	8	3865	3896	2414	1661	2067	1905
"RCHGF003551"	8	13	1	7	6	1	1709	1856	1124	687	953	778
"RCHGF003552"	13	22	12	8	8	4	1590	1614	1393	871	1153	976
"RCHGF003553"	9	19	7	4	0	3	1380	1462	1099	781	1347	1177
"RCHGF003554"	7	10	6	7	1	0	854	840	610	652	847	785
"RCHGF003555"	4	0	3	1	0	1	374	385	307	246	405	261
"RCHGF003556"	49	71	36	19	21	21	5568	5896	3600	3109	4694	3700
"RCHGF003557"	17	18	13	14	10	9	2336	2341	1612	1071	1539	1304
"RCHGF003558"	10	17	10	3	14	2	1589	1582	1704	690	1004	771
"RCHGF003559"	3	5	1	4	2	1	878	747	895	393	490	303
"RCHGF003561"	4	8	1	3	1	5	1152	1109	542	769	918	826
"RCHGF003562"	1	1	7	1	0	0	689	612	696	703	787	639
"RCHGF003563"	2	2	1	3	0	1	1048	1161	924	759	1046	869
"RCHGF003564"	5	8	3	0	4	1	2181	2150	1613	1427	1947	1589
"RCHGF003565"	3	1	3	0	0	1	235	255	157	3080	2815	2701
"RCHGF003566"	1	2	0	0	0	0	81	99	57	436	432	490
"RCHGF003567"	0	2	0	0	0	0	33	48	27	487	387	331
"RCHGF003568"	0	1	2	0	1	0	88	117	56	917	752	776
"RCHGF003569"	1	0	1	0	0	0	61	72	48	1459	1440	1016
"RCHGF003570"	5	4	5	5	1	1	1773	1967	596	744	940	763
"RCHGF003571"	9	15	8	1	4	3	3287	3074	2770	1613	2159	1818
"RCHGF003572"	20	25	11	12	8	13	10705	13084	7602	6204	7877	6491
"RCHGF003573"	0	3	1	0	1	0	1795	1694	1168	1044	1225	1052
"RCHGF003574"	2	2	1	0	0	3	160	167	128	983	848	794
"RCHGF003575"	9	7	2	0	0	3	887	659	1197	944	1136	948
"RCHGF003576"	1	2	2	0	1	0	626	538	459	649	667	547
"RCHGF003577"	1	2	3	1	0	1	569	568	930	508	598	492
"RCHGF003578"	2	1	0	0	0	2	773	728	1317	396	547	410
"RCHGF003580"	12	12	3	7	1	1	627	736	548	79115	66146	53219
"RCHGF003581"	5	2	2	1	5	0	1537	1409	1804	1412	1615	1385
"RCHGF003582"	1	6	2	0	2	0	628	596	693	441	524	494
"RCHGF003583"	10	13	18	6	3	4	1754	1764	2121	1151	1712	1263
"RCHGF003584"	12	21	9	5	7	7	6346	7575	10206	158	127	102
"RCHGF003585"	9	3	6	5	1	3	4247	3703	7817	146	139	132
"RCHGF003586"	5	3	1	2	5	12	3351	3237	5416	121	90	82
"RCHGF003587"	8	8	2	6	8	6	4722	4711	12582	148	126	67
"RCHGF003588"	356	443	397	227	227	169	18703	20611	6852	3748	2456	1586
"RCHGF003589"	120	141	155	94	80	50	4643	6887	2236	993	531	414
"RCHGF003590"	1254	1703	1277	675	487	496	41632	43483	14542	7525	7912	5991
"RCHGF003591"	3	7	4	5	2	2	705	614	208	92	118	80
"RCHGF003592"	20	13	17	6	9	4	2879	2164	1589	437	585	424
"RCHGF003593"	48	54	49	33	17	26	2186	2137	800	346	244	209
"RCHGF003594"	48	93	54	33	35	38	3784	3202	1739	576	581	477
"RCHGF003595"	2	0	0	0	0	1	35	55	17	8	9	4
"RCHGF003596"	56	77	82	21	35	23	2741	3312	867	548	476	370
"RCHGF003597"	105	89	69	44	34	59	4331	3964	1597	620	590	371
"RCHGF003598"	10	2	5	4	5	4	2995	3198	4138	1559	697	384
"RCHGF003599"	41	30	29	5	9	5	3708	4783	1114	500	462	337
"RCHGF003600"	2	5	4	3	0	2	236	282	120	148	134	118
"RCHGF003601"	9	10	3	0	0	2	925	1050	726	940	1104	1042
"RCHGF003602"	5	7	1	0	1	0	449	408	350	396	407	370
"RCHGF003603"	0	0	1	0	0	0	68	87	62	45	39	20
"RCHGF003604"	17	23	14	4	5	6	11794	13744	6920	6195	8202	7192
"RCHGF003605"	2	1	2	1	0	2	104	107	74	48	57	37
"RCHGF003606"	4	0	0	0	0	2	80	107	27	55	54	26
"RCHGF003607"	4	0	0	0	0	0	61	90	44	27	53	45
"RCHGF003608"	0	0	0	0	0	0	57	67	33	27	34	31
"RCHGF003609"	0	2	0	0	0	0	28	49	40	38	16	15
"RCHGF003610"	0	0	0	0	0	0	36	39	5	13	22	11
"RCHGF003611"	2	9	4	2	2	3	1317	1386	799	406	466	443
"RCHGF003612"	4	3	6	0	1	1	557	666	287	333	305	310
"RCHGF003613"	4	10	4	2	4	1	464	707	284	291	307	343
"RCHGF003614"	2	3	0	0	0	0	129	108	89	65	71	33
"RCHGF003615"	8	9	9	13	1	1	3066	2796	1781	2218	1685	1111
"RCHGF003616"	37	23	26	21	11	7	16133	15795	16360	11251	15900	13154
"RCHGF003617"	5	9	12	2	1	3	3377	3574	2842	3145	3717	2993
"RCHGF003618"	0	1	2	1	0	0	2328	2325	2039	1293	1809	1387
"RCHGF003619"	0	2	0	2	1	0	1444	1491	1960	1561	1881	1463
"RCHGF003620"	7	8	2	2	2	2	7035	7261	3795	7562	9193	7450
"RCHGF003621"	12	4	0	3	0	0	477	461	156	5733	5193	4439
"RCHGF003622"	7	8	6	5	3	3	1324	1189	977	1467	1512	1331
"RCHGF003623"	3	13	3	5	0	2	3134	3055	2083	2352	3252	2592
"RCHGF003624"	1	6	6	0	0	1	452	500	386	816	705	462
"RCHGF003625"	5	8	6	1	0	6	952	1057	367	700	910	853
"RCHGF003626"	9	7	15	5	8	8	1307	1432	511	1484	1662	1280
"RCHGF003627"	59	92	65	34	31	34	6091	6629	2489	6355	8252	7301
"RCHGF003628"	38	70	43	26	14	25	4184	4662	2029	4021	4363	4121
"RCHGF003629"	1	4	0	1	0	1	316	350	95	192	157	166
"RCHGF003630"	71	139	108	47	25	59	14215	15023	4924	9428	12242	9443
"RCHGF003631"	95	145	88	43	35	32	14612	14887	5665	10656	15922	11894
"RCHGF003632"	17	8	5	6	0	3	2095	1751	1656	3127	2931	2091
"RCHGF003633"	2	11	13	6	1	1	6443	7108	3200	2793	3108	2446
"RCHGF003634"	32	76	50	17	26	16	6448	6771	8321	3369	2821	2222
