"Feature"	"Consortium_Early_R1"	"Consortium_Early_R2"	"Consortium_Early_R3"	"Consortium_Late_R1"	"Consortium_Late_R2"	"Consortium_Late_R3"	"PT33_Early_R1"	"PT33_Early_R2"	"PT33_Early_R3"	"PT33_Late_R1"	"PT33_Late_R2"	"PT33_Late_R3"
"RVCYZ000973"	2399	2837	2207	1655	1477	1273	2277	3033	4061	3656	3947	4421
"RVCYZ000974"	1280	1388	1029	902	834	772	1095	1510	1783	1799	1854	1964
"RVCYZ000975"	4611	5295	3829	3392	2766	2432	5299	8173	2860	9983	11346	11647
"RVCYZ000976"	4903	5873	3892	3441	3001	2508	5714	7862	2915	12333	13095	13665
"RVCYZ000977"	2228	2654	1834	1759	1505	1520	2443	3306	1596	3618	4277	4234
"RVCYZ000978"	7691	9449	6435	5008	4250	3623	8506	11697	3438	14371	15540	16086
"RVCYZ000979"	1203	1550	992	978	709	649	1346	1911	394	2584	2633	2685
"RVCYZ000980"	855	1090	692	646	608	474	1081	1659	492	2322	2625	2602
"RVCYZ000981"	2520	3112	2203	1883	1657	1268	2987	4540	931	5525	6757	6786
"RVCYZ000982"	3461	4049	3084	1457	1393	1333	3941	4308	4981	4637	4234	4959
"RVCYZ000983"	936	1166	767	464	412	405	1185	1406	1480	2083	1953	2077
"RVCYZ000984"	38220	49117	38452	23711	21532	22295	39344	41278	39135	28648	27444	32000
"RVCYZ000985"	41888	53514	39286	24008	20245	21282	38460	40583	65746	33259	29229	32367
"RVCYZ000986"	1031	1097	789	552	490	423	1156	1595	2196	2517	2432	2645
"RVCYZ000987"	841	878	551	604	564	461	864	1481	1002	2464	2683	2938
"RVCYZ000988"	1526	1827	1281	1006	829	868	1503	1855	1277	1907	1929	2211
"RVCYZ000989"	3583	4208	3054	2177	1969	1823	3887	4477	3321	4615	4871	4938
"RVCYZ000990"	625	762	645	381	326	294	667	701	514	717	663	727
"RVCYZ000991"	691	761	500	620	422	328	898	1327	719	2578	2876	2885
"RVCYZ000992"	2465	2856	2123	1897	1569	1518	2747	3589	1792	3730	4273	4445
"RVCYZ000993"	2737	3471	2544	1936	1719	1755	3063	3614	2461	3912	4387	4316
"RVCYZ000994"	1652	2243	1465	1229	957	883	1611	2157	2194	3078	2878	3054
"RVCYZ000995"	2272	2782	1860	1359	1073	994	2629	3388	3265	3757	3824	4246
"RVCYZ000996"	3563	4256	2970	2335	1933	1850	3392	4465	5053	4309	4244	4550
"RVCYZ000997"	2870	3383	2653	1607	1251	1209	3008	3864	2364	3995	3906	4379
"RVCYZ000998"	7106	8761	6409	4203	3686	3526	8298	9881	8797	8472	8578	8590
"RVCYZ000999"	1870	2055	1622	1103	918	899	2000	2455	2541	3261	3219	3580
"RVCYZ001000"	1099	1173	929	834	706	651	1209	1847	762	2494	2783	2887
"RVCYZ001001"	3661	4236	3561	2426	2193	2447	3254	3406	2569	1566	1772	1867
"RVCYZ001002"	1285	1209	1427	700	664	694	1325	1385	664	543	652	827
"RVCYZ001003"	1350	1618	1081	1118	883	735	1501	2158	433	2657	2941	3005
"RVCYZ001004"	2435	2456	1897	1860	1460	1249	2660	3929	1796	5757	6186	6887
"RVCYZ001005"	2726	3120	2378	1595	1363	1332	2686	3707	3166	4880	4600	5543
"RVCYZ001006"	956	905	877	700	515	617	1107	1243	945	1009	1088	1223
"RVCYZ001007"	1221	1374	992	742	656	545	1544	1900	971	2503	2538	2904
"RVCYZ001008"	1505	1656	1310	903	727	771	1692	2190	1650	2592	2603	2783
"RVCYZ001009"	1005	1206	926	615	485	457	1222	1550	773	1814	1877	1955
"RVCYZ001010"	15314	19872	15238	11738	9959	10639	13998	13878	8656	2900	2872	3176
"RVCYZ001011"	8469	10311	7847	5748	5049	5432	9474	9439	25317	8571	8043	9375
"RVCYZ001012"	757	1055	634	565	481	355	1038	1532	1552	3012	3080	2934
"RVCYZ001013"	1649	2341	1682	1345	986	1069	1471	1721	1023	1579	1334	1397
"RVCYZ001014"	1769	2382	1694	1378	1076	951	1515	1901	3150	2542	2268	2058
"RVCYZ001015"	1268	1717	1171	878	659	679	1433	1910	1759	2969	2584	2750
"RVCYZ001016"	3476	4694	3364	2167	1771	1726	3277	4019	3377	3205	3462	2829
"RVCYZ001017"	3476	4353	3726	2302	1871	2066	3803	4297	2262	2706	2443	2634
"RVCYZ001018"	5063	6574	5072	3512	2932	3069	5047	5464	3562	3638	3650	3369
"RVCYZ001019"	3774	4513	3226	2684	2159	2216	3553	4218	2950	2493	2636	2448
"RVCYZ001020"	636	817	672	507	362	415	509	575	920	399	330	355
"RVCYZ001021"	555	767	591	187	177	167	493	514	373	339	334	302
"RVCYZ001022"	792	1129	839	477	351	318	726	892	631	784	919	708
"RVCYZ001023"	1580	2108	1599	621	483	554	1401	1733	1610	1370	1464	1323
"RVCYZ001024"	716	949	712	374	333	283	809	1241	1169	1873	2015	1940
"RVCYZ001025"	664	796	613	423	337	306	689	997	1245	1425	1489	1550
"RVCYZ001026"	593	723	579	436	369	336	490	672	1040	894	1072	911
"RVCYZ001027"	899	1091	776	504	359	347	658	775	1940	970	819	787
"RVCYZ001028"	363	493	332	232	183	179	295	467	421	631	918	566
"RVCYZ001029"	971	1167	884	708	643	519	884	1490	1521	2106	2229	2062
"RVCYZ001030"	432	395	458	103	115	101	350	451	443	494	496	433
"RVCYZ001031"	746	911	919	156	137	113	838	1034	255	266	178	237
"RVCYZ001032"	320	418	350	182	127	116	305	373	218	398	357	380
"RVCYZ001033"	2200	2685	1948	1197	953	964	2133	2616	2798	2787	2952	2703
"RVCYZ001034"	679	764	611	523	454	433	534	735	1150	772	968	961
"RVCYZ001035"	1688	2091	1317	1221	1010	804	1606	2777	3422	4156	4563	4664
"RVCYZ001036"	1566	1857	1447	1081	798	860	1727	2567	1604	3625	3804	3794
"RVCYZ001037"	802	983	684	543	461	437	948	1244	962	1892	2055	2041
"RVCYZ001038"	1598	1684	1275	692	695	501	1672	2016	539	2036	2438	2580
"RVCYZ001039"	759	971	605	436	343	286	904	1216	512	1505	1519	1583
"RVCYZ001040"	1271	1739	1383	831	613	668	908	1069	1093	781	604	618
"RVCYZ001041"	117	201	171	95	89	95	118	123	130	113	111	126
"RVCYZ001042"	420	502	410	207	164	127	247	326	343	197	156	129
"RVCYZ001043"	317	418	415	194	147	119	256	252	541	331	248	230
"RVCYZ001044"	271	330	281	102	82	79	222	232	228	162	132	129
"RVCYZ001045"	409	504	533	189	151	86	391	404	480	503	338	319
"RVCYZ001046"	4447	5869	4471	2281	1814	1411	5636	7494	5300	10899	10937	11292
"RVCYZ001047"	3764	4832	3511	2136	1823	1687	4246	5238	1274	4605	4908	4951
"RVCYZ001048"	1605	2090	1411	958	784	711	1837	2485	1571	3394	3529	3418
"RVCYZ001049"	567	622	477	518	409	409	666	926	421	1387	1431	1311
"RVCYZ001050"	1098	1463	1217	560	436	391	1140	1364	1957	1683	1678	1267
"RVCYZ001051"	2602	3727	2770	1349	1052	1041	2492	3095	4440	2852	2512	2276
"RVCYZ001052"	588	682	384	564	470	420	729	1231	108	2138	2101	2157
"RVCYZ001054"	1592	1900	1327	1155	811	836	1594	2381	2143	3191	3158	3143
"RVCYZ001055"	323	430	297	374	251	195	434	802	268	1294	1401	1360
"RVCYZ001056"	717	802	943	395	354	387	877	979	94	384	341	365
"RVCYZ001057"	6593	8455	5198	4545	3622	3835	5764	7365	2259	5865	6396	6254
"RVCYZ001058"	2915	3679	2560	1938	1648	1309	3421	4617	1966	5276	5701	5675
"RVCYZ001059"	360	431	290	329	287	230	483	769	718	1278	1525	1401
"RVCYZ001060"	1718	2120	1562	1167	1083	960	1782	2655	4895	3917	3886	3987
"RVCYZ001061"	1012	1116	941	679	515	477	1202	1581	2192	2217	1946	2081
"RVCYZ001062"	2662	3346	2591	2233	1923	2009	2691	3279	5051	2864	3018	3032
"RVCYZ001063"	906	980	755	600	575	536	1047	1421	1467	1910	2018	1990
"RVCYZ001064"	732	998	755	761	534	488	830	943	1110	1554	1327	1230
"RVCYZ001065"	9532	12150	9309	5991	4859	4845	9187	9942	4004	5514	5385	5590
"RVCYZ001066"	3278	4235	3396	2226	1954	2058	3106	3678	1618	2093	2151	2308
"RVCYZ001067"	3110	4029	3185	2386	1958	2063	2617	3140	2768	1957	1910	1864
"RVCYZ001068"	35750	48400	34932	29530	23329	25621	28264	30295	10906	11596	9765	8839
"RVCYZ001069"	857	1063	732	637	509	442	1153	1570	939	2566	2763	2669
"RVCYZ001070"	738	933	600	539	466	351	856	1170	1053	1705	1785	1815
"RVCYZ001071"	2418	2954	2068	1660	1384	1088	2867	4017	3594	5998	6146	6591
"RVCYZ001072"	167	226	193	144	167	127	217	314	426	517	544	608
"RVCYZ001073"	2794	3303	2798	1326	1094	1136	2889	3607	3904	2920	2858	3101
"RVCYZ001074"	1268	1612	1143	724	557	547	1374	1917	1504	2317	2430	2533
"RVCYZ001075"	1238	1576	1219	658	611	601	1180	1501	1892	1301	1234	1409
"RVCYZ001076"	8015	10502	7610	4866	4045	4148	7713	8571	20913	7944	7476	7950
"RVCYZ001077"	1458	1731	1131	994	925	795	1537	2437	7529	4178	4313	4678
"RVCYZ001078"	971	1172	907	714	625	515	1240	1615	4149	2591	3035	2912
"RVCYZ001079"	2073	2419	1894	1227	922	904	2137	2405	8562	3043	2929	3268
"RVCYZ001080"	674	822	597	501	519	390	824	1361	2137	2473	2652	2683
"RVCYZ001081"	3813	4570	4142	3371	3154	3546	3655	3511	9669	2199	2173	2588
"RVCYZ001082"	1208	1252	1165	1163	997	938	957	1045	1394	437	408	502
"RVCYZ001083"	3631	4488	3572	2677	2391	2489	3720	4068	8224	2687	2523	2754
"RVCYZ001084"	674	829	513	665	460	401	887	1452	762	2110	2380	2350
"RVCYZ001085"	58794	79884	59252	62046	48723	54736	54832	57383	12759	15883	13128	12307
"RVCYZ001086"	430	489	349	321	302	239	549	815	879	1385	1546	1560
"RVCYZ001087"	3476	4096	3190	1882	1599	1698	3993	4671	7650	4248	4198	4442
"RVCYZ001088"	4755	5990	3967	4715	3777	3911	4258	5160	2085	2890	2946	2863
"RVCYZ001089"	380	414	425	220	229	160	385	438	1114	541	595	526
"RVCYZ001090"	2234	2831	2211	1263	1119	1252	2644	2776	5336	1680	1782	1764
"RVCYZ001091"	4074	5150	3538	3142	2411	2524	3416	4484	5241	4010	4062	3779
"RVCYZ001092"	2988	3753	2796	1756	1387	1445	2932	3419	3640	2808	2880	2918
"RVCYZ001093"	2125	2526	1956	1499	1309	1170	2726	3460	3213	3730	4177	4111
"RVCYZ001094"	273	323	219	297	207	146	304	652	181	1274	1481	1333
"RVCYZ001095"	361	486	254	356	231	168	534	885	100	1828	1700	1686
"RVCYZ001096"	317	441	224	338	229	182	436	694	131	1512	1430	1451
"RVCYZ001097"	4155	4871	3841	2971	2558	2608	4235	5323	1465	3675	3915	4005
"RVCYZ001098"	727	781	680	608	510	401	754	1093	279	1092	1354	1245
"RVCYZ001099"	1232	1369	949	1043	824	722	1267	1965	1745	2918	3235	3125
"RVCYZ001100"	2570	3015	2301	2644	2093	2049	2001	2457	3133	2425	2501	2641
"RVCYZ001101"	395	503	309	367	261	246	446	627	718	1065	1144	1026
"RVCYZ001102"	687	825	575	638	494	361	900	1460	512	2262	2548	2571
"RVCYZ001103"	305	339	270	278	242	199	361	508	77	845	882	773
"RVCYZ001104"	26	26	23	27	28	22	43	91	4	152	140	157
"RVCYZ001105"	27	27	11	29	24	11	30	48	2	127	116	139
"RVCYZ001106"	20	28	19	30	27	8	36	54	0	121	142	130
"RVCYZ001107"	10	7	6	10	11	8	6	26	0	57	39	54
"RVCYZ001108"	1	5	8	15	12	4	15	18	0	61	39	49
"RVCYZ001109"	493	523	301	512	395	220	679	1258	42	2104	2375	2345
"RVCYZ001110"	46	50	51	55	48	24	71	106	3	263	344	324
"RVCYZ001111"	25	30	17	15	24	20	24	41	1	104	100	110
"RVCYZ001112"	29	33	27	50	29	19	32	85	1	190	141	118
"RVCYZ001113"	120	176	82	139	95	64	145	301	19	543	549	571
"RVCYZ001114"	1171	1377	923	768	639	433	1361	2149	1245	3645	3802	3586
"RVCYZ001115"	333	353	267	151	118	133	288	406	402	520	571	574
"RVCYZ001117"	812	890	552	739	609	410	1179	1951	77	3113	3774	3583
"RVCYZ001118"	402	474	275	444	303	250	589	1031	132	2023	2029	2102
"RVCYZ001119"	395	478	277	363	326	232	584	901	98	1596	1937	1777
"RVCYZ001120"	832	1068	639	718	552	455	1117	1892	752	3244	3441	3413
"RVCYZ001121"	2426	2948	2192	1475	1111	924	2329	3138	2078	3302	3646	3606
"RVCYZ001122"	4052	5220	3658	2227	1876	1849	4113	4824	5549	4150	4652	4426
"RVCYZ001123"	1688	1936	1532	1017	840	876	1975	2531	2187	2413	2783	2891
"RVCYZ001124"	2284	2846	2258	1167	971	891	2242	2950	1753	2844	2947	3026
"RVCYZ001125"	2344	2925	2557	1457	1308	1339	2803	3556	1195	2603	3082	3177
"RVCYZ001126"	2840	3538	2445	1688	1368	1375	2461	2962	1158	2420	2522	2582
"RVCYZ001127"	2063	2311	2005	1368	1248	1062	2217	2861	456	3037	3334	3099
"RVCYZ001128"	1363	1727	1323	815	700	647	1559	1898	346	1519	1603	1684
"RVCYZ001129"	3540	4337	3397	2024	1609	1554	3956	4970	1655	3931	3928	4186
"RVCYZ001130"	430	455	419	237	201	204	480	652	397	707	773	723
"RVCYZ001131"	1551	1912	1469	954	739	673	1627	2237	3763	2942	2713	2866
"RVCYZ001132"	856	1013	821	494	437	460	839	1116	1123	1173	1358	1399
"RVCYZ001133"	3263	3903	2858	2141	1919	1609	3709	4656	8568	7182	7633	8120
"RVCYZ001134"	3624	4614	3417	2607	2154	2074	3458	3661	7734	4150	3876	4156
"RVCYZ001135"	1272	1503	1468	605	546	581	1545	1572	4893	1389	1453	1748
"RVCYZ001136"	837	1040	862	320	317	276	1198	1245	3484	810	929	909
"RVCYZ001137"	3428	4325	3123	1632	1538	1442	3512	3760	2692	2022	1843	2116
"RVCYZ001138"	1377	1628	1302	919	762	676	1456	1898	3282	3290	3140	3141
"RVCYZ001139"	17846	23398	17737	16742	13984	16134	15976	16542	20785	7262	6459	6638
"RVCYZ001140"	1135	1090	755	737	590	589	1234	1826	803	2760	2909	3303
"RVCYZ001141"	641	759	553	448	419	366	675	926	803	1265	1340	1294
"RVCYZ001142"	4720	5743	3803	3106	2759	2133	5128	7349	4851	8754	10001	9589
"RVCYZ001143"	3536	4335	3096	1981	1620	1649	3513	4181	1954	2986	3191	3262
"RVCYZ001144"	2397	3066	2313	1239	1052	930	2459	3257	2153	2965	3020	3171
"RVCYZ001145"	545	611	437	435	337	322	678	963	407	1345	1606	1617
"RVCYZ001146"	1494	1807	1476	856	801	783	1533	1820	1092	1375	1532	1595
"RVCYZ001147"	1239	1773	1233	772	662	642	1409	1521	1110	1535	1543	1589
"RVCYZ001148"	949	1150	914	619	493	496	881	1133	957	887	984	1092
"RVCYZ001149"	3918	4981	3796	2371	2064	2084	3643	4482	3113	3064	3020	3236
"RVCYZ001150"	4551	5678	4080	3681	2972	3327	4815	5411	3316	4083	4149	4169
"RVCYZ001151"	5573	7050	6008	3967	3255	3043	6681	8663	13542	8721	9272	9339
"RVCYZ001152"	196	234	185	144	166	136	261	367	316	464	554	535
"RVCYZ001153"	778	1004	723	576	458	381	798	1239	947	1787	1804	1867
"RVCYZ001154"	228	221	161	177	151	122	240	370	130	764	747	789
"RVCYZ001155"	19675	25508	18907	18460	14996	16466	16720	18208	14043	7993	7603	7013
"RVCYZ001156"	161	221	181	151	113	91	156	244	324	458	450	449
"RVCYZ001157"	4522	5614	3947	3762	3227	3066	3865	4272	7158	2710	2404	2456
"RVCYZ001158"	15071	17920	13992	9127	7516	8120	14065	16036	18591	7850	7272	7728
"RVCYZ001159"	1152	1393	998	869	719	654	1366	1955	2214	2943	3048	3134
"RVCYZ001160"	5194	6315	4837	4114	3475	3664	4944	5665	7796	4641	4843	4909
"RVCYZ001162"	926	1086	845	732	662	633	904	1376	1724	2015	2214	2261
"RVCYZ001163"	2551	3159	2341	2247	1911	1963	2527	3182	3073	3960	4218	4293
"RVCYZ001164"	166	227	183	202	169	103	216	389	72	578	650	698
"RVCYZ001165"	1499	1920	1360	1141	950	730	1478	1974	2499	2803	2820	2857
"RVCYZ001166"	5957	7457	6404	5425	4297	4103	2974	3760	2894	4001	3968	3826
"RVCYZ001167"	4448	5657	4891	4076	3257	3441	2863	3898	2728	4270	4360	4505
"RVCYZ001168"	6879	8950	6272	4746	3776	3968	6409	7038	15531	4396	4027	4553
"RVCYZ001169"	5314	6913	4903	3247	2844	2595	5527	6129	12383	3931	3830	3941
"RVCYZ001170"	4756	6132	4350	2440	2218	2022	5059	5668	11543	4128	4126	4498
"RVCYZ001171"	286	323	274	138	97	76	218	324	635	346	354	354
"RVCYZ001172"	2523	3178	2257	1555	1273	1409	2412	3126	4056	2001	2126	2393
"RVCYZ001173"	424	518	368	317	280	223	518	762	1016	1263	1271	1392
"RVCYZ001174"	1574	1901	1372	1001	860	779	1801	2588	2092	3535	3579	3475
"RVCYZ001175"	1581	1816	1516	1193	1070	1013	1812	2344	2071	2937	3367	3353
"RVCYZ001176"	2910	3582	2608	1932	1640	1557	3102	3883	3511	3612	3449	3641
"RVCYZ001177"	8968	11179	7811	6712	5376	5656	8655	10236	11336	6812	6484	6238
"RVCYZ001178"	1102	1259	962	741	603	598	1224	1402	1008	1204	1258	1219
"RVCYZ001179"	685	797	637	654	467	541	697	746	1191	733	728	699
"RVCYZ001180"	1002	1140	779	779	588	658	1051	1634	1258	2211	2200	2327
"RVCYZ001181"	2198	2562	1817	1819	1609	1525	2784	3498	2293	3879	4367	4259
"RVCYZ001182"	1117	1343	892	1007	770	733	1389	2421	860	3710	4097	4182
"RVCYZ001183"	5647	6571	4962	2708	2449	2493	5702	6604	5920	4133	4657	4734
"RVCYZ001184"	232	281	258	175	202	195	277	279	202	490	454	439
"RVCYZ001185"	1375	1805	1173	965	794	758	1641	2090	2736	2505	2800	2837
"RVCYZ001186"	1042	1344	953	678	518	524	1309	1523	1684	1738	1662	1773
"RVCYZ001187"	2658	2952	2590	1484	1332	1427	3198	3766	4718	2349	2572	2677
"RVCYZ001188"	1668	1939	1446	1174	894	853	1648	2006	4475	2187	2128	2217
"RVCYZ001189"	1379	1727	1259	1214	1013	973	1448	1835	3175	2063	2206	2235
"RVCYZ001190"	1057	1399	904	1000	816	802	1265	1862	2929	2544	2736	2746
"RVCYZ001191"	3214	3988	2843	2387	1804	1811	2463	3134	7042	4506	4087	4211
"RVCYZ001192"	1109	1259	1007	778	674	567	1337	1612	3110	3019	2868	2924
"RVCYZ001193"	956	1051	842	490	343	330	885	1103	3421	2257	1917	2089
"RVCYZ001194"	925	1129	869	554	465	437	935	1238	2527	2018	2032	1980
"RVCYZ001195"	1583	1733	1218	980	814	729	1915	2491	3230	4050	4091	4487
"RVCYZ001196"	307	430	225	278	219	140	447	701	635	1706	1715	1672
"RVCYZ001197"	457	640	400	440	370	255	692	1094	763	2545	2699	2662
"RVCYZ001198"	450	613	403	366	289	200	551	974	1276	2565	2333	2307
"RVCYZ001199"	621	788	474	503	360	273	861	1251	1552	2931	3002	2868
"RVCYZ001200"	787	869	604	579	475	389	824	1247	1026	1772	2027	2167
"RVCYZ001201"	545	790	512	172	155	108	548	667	1228	1250	1192	1125
"RVCYZ001203"	272	379	192	306	219	149	390	659	247	1386	1418	1262
"RVCYZ001204"	162	199	142	181	129	81	244	416	110	852	782	861
"RVCYZ001205"	395	546	272	390	295	197	573	968	133	1962	2135	1952
"RVCYZ001206"	349	440	273	376	330	249	522	936	105	1775	1885	1857
"RVCYZ001207"	471	496	301	452	352	254	640	1072	246	1970	2171	2222
"RVCYZ001208"	970	1169	772	1060	906	863	1289	1830	554	2651	2927	2668
"RVCYZ001209"	3873	4877	3696	6721	5892	7171	5567	6704	1098	3370	3197	3156
"RVCYZ001210"	7593	9706	7137	4747	4086	4520	7821	8317	5387	2281	2112	2132
"RVCYZ001211"	850	1051	756	588	468	403	845	1107	801	1265	1322	1187
"RVCYZ001212"	2001	2632	1863	1743	1433	1320	2092	2838	3252	3141	3436	3436
"RVCYZ001213"	1273	1584	1107	881	777	723	1339	1838	1722	2326	2305	2451
"RVCYZ001214"	5332	6723	5049	2840	2363	2148	5951	7212	6104	6823	6866	6898
"RVCYZ001215"	1696	2073	1568	1056	808	924	1863	2280	1811	1631	1742	1627
"RVCYZ001216"	223	302	205	202	165	164	335	519	290	973	1108	1027
"RVCYZ001217"	1193	1359	1095	544	462	476	1357	1496	5561	1950	2075	2152
"RVCYZ001218"	217	259	125	184	108	92	267	394	545	777	807	863
"RVCYZ001219"	3161	3772	2748	1949	1688	1795	3717	4203	11141	4729	4571	5150
"RVCYZ001220"	891	1166	850	596	468	426	1212	1405	2504	2116	2207	2271
"RVCYZ001222"	14875	17687	14182	13079	10650	12562	14769	15906	9742	5575	5335	4723
"RVCYZ001223"	4794	6192	4636	3459	2872	2803	4992	6223	4420	7470	7660	7773
"RVCYZ001224"	1360	1551	1083	764	672	647	1367	2017	793	2054	2333	2347
"RVCYZ001225"	514	554	467	535	445	373	533	699	441	1019	1142	1062
"RVCYZ001226"	833	1000	720	670	565	575	886	1173	648	1302	1272	1289
"RVCYZ001227"	2207	3041	2046	1690	1286	1181	2363	3445	3205	4655	4588	4860
"RVCYZ001228"	901	1118	785	668	565	494	966	1454	1020	2222	2390	2282
"RVCYZ001229"	637	702	630	384	311	248	682	1013	1500	1598	1752	1734
"RVCYZ001230"	1971	2208	1823	1628	1501	1500	2228	3019	3669	3316	3485	3443
"RVCYZ001231"	2276	2990	1923	2076	1854	1639	2837	3927	5340	5456	5885	6028
"RVCYZ001232"	953	1250	836	981	828	724	1227	1716	1831	2767	3086	3014
"RVCYZ001233"	488	496	316	387	371	259	595	1023	374	2056	2135	2153
"RVCYZ001234"	158	214	120	162	175	111	247	415	47	800	911	960
"RVCYZ001235"	169	245	102	217	217	130	274	522	78	1009	1133	1011
"RVCYZ001236"	3574	4192	2963	2735	2469	1923	4337	6289	4179	9784	10628	10731
"RVCYZ001237"	4450	5595	4446	3963	3233	3381	3514	4351	4099	2618	2339	2327
"RVCYZ001238"	4050	5129	3633	3024	2487	2303	4432	5466	7061	6182	6800	6877
"RVCYZ001239"	1087	1347	1021	797	677	556	1195	1818	980	2368	2825	2576
"RVCYZ001240"	2046	2656	1812	1422	1236	1064	2242	2788	2561	2786	2845	2913
"RVCYZ001241"	207	192	190	188	161	176	129	187	248	330	296	318
"RVCYZ001242"	908	967	701	752	575	656	732	907	1305	1168	1128	1209
"RVCYZ001243"	4906	5733	4359	3794	3317	3319	4580	5992	6601	5928	6400	6319
"RVCYZ001244"	5630	6829	5207	5028	4080	4334	4595	4904	7936	2150	2180	2144
"RVCYZ001245"	1527	1985	1323	1063	920	908	1430	1890	6985	2584	2589	2695
"RVCYZ001246"	1870	2462	1744	1212	1050	1035	1901	2332	4636	2950	3005	3156
"RVCYZ001247"	794	961	699	539	418	387	700	937	1284	1162	1106	1106
"RVCYZ001248"	867	1191	809	762	623	534	1150	1628	822	2418	2503	2552
"RVCYZ001249"	2664	3335	2462	1862	1397	1376	3162	3994	3379	3606	3825	3808
"RVCYZ001250"	394	463	428	182	150	172	356	487	323	404	432	436
"RVCYZ001251"	49160	64224	47415	53204	44676	51111	56698	59663	23160	15757	14757	13835
"RVCYZ001252"	2282	2992	2182	2305	1768	1860	2519	3095	2873	2446	2366	2434
"RVCYZ001253"	1324	1615	1226	1215	943	966	1451	2115	2170	2753	2897	3000
"RVCYZ001254"	10685	13596	10318	9384	7518	8500	9919	10765	20670	6944	6555	6648
"RVCYZ001255"	895	1085	716	769	663	549	1120	1718	880	2593	3096	3009
"RVCYZ001256"	2807	3302	2343	2618	2085	2039	2562	3117	3695	1711	1552	1789
"RVCYZ001257"	3404	4322	3329	3272	2632	2902	3577	3701	5211	2324	2113	2271
"RVCYZ001258"	1125	1273	971	932	757	698	1356	1939	842	2778	3023	2891
"RVCYZ001259"	840	999	684	629	651	484	962	1578	1824	2778	2888	3059
"RVCYZ001260"	1613	2104	1442	1071	897	816	1898	2573	4053	3617	3728	3681
"RVCYZ001261"	580	655	527	512	391	341	642	908	956	1561	1519	1518
"RVCYZ001262"	843	1134	882	878	698	734	844	1076	809	1349	1169	1296
"RVCYZ001263"	1434	1639	1205	1154	1079	1007	1222	1728	863	1798	2150	2016
"RVCYZ001264"	2118	2730	2109	1918	1343	1312	2291	3041	1790	3633	3972	3927
"RVCYZ001265"	448	502	302	477	421	265	641	1007	294	2033	2324	2368
"RVCYZ001266"	539	652	401	610	436	276	687	1381	351	2504	2692	2716
"RVCYZ001267"	208	215	151	162	157	146	208	326	337	854	739	724
"RVCYZ001268"	1253	1452	1194	1418	1262	1191	1028	1476	1442	1907	2282	2232
"RVCYZ001269"	626	811	505	674	548	455	836	1348	197	2489	2839	2792
"RVCYZ001270"	1500	1834	1291	1337	1000	995	1475	2076	2159	2882	2888	2920
"RVCYZ001271"	671	862	577	520	427	447	675	974	460	1161	1334	1179
"RVCYZ001272"	485	579	343	421	392	321	485	887	108	1611	1853	1741
"RVCYZ001273"	1443	1704	1176	1348	1082	937	1658	2898	1936	5119	5377	5489
"RVCYZ001274"	777	1086	739	510	450	411	671	953	1174	1342	1419	1335
"RVCYZ001275"	1986	2655	1699	1518	1256	1047	2439	3453	2166	5364	5786	5276
"RVCYZ001276"	1559	1883	1431	1127	1070	932	1505	2018	3280	2858	3043	2807
"RVCYZ001277"	709	865	646	687	585	508	729	1029	925	1574	1697	1801
"RVCYZ001278"	1966	2260	1700	1476	1203	1294	2015	2392	1713	2344	2465	2332
"RVCYZ001279"	2043	2286	2184	2083	1870	2243	2616	2729	1910	1525	1557	1664
"RVCYZ001280"	561	595	494	254	222	215	672	750	171	621	629	624
"RVCYZ001281"	836	1134	695	734	579	558	848	1313	434	1882	2014	2037
"RVCYZ001282"	2520	3478	2359	1624	1411	1327	2575	2989	3446	3207	2944	3102
"RVCYZ001283"	4168	5416	4098	2984	2656	2722	4035	4875	3046	2670	2835	2578
"RVCYZ001284"	2078	2640	1913	1213	1006	863	2472	3132	7017	4413	4889	4806
"RVCYZ001285"	2974	3562	2903	2623	2245	2322	2665	3063	3044	2235	2327	2357
"RVCYZ001286"	4637	5666	4518	3847	3559	3289	5000	6031	5680	7196	7436	7356
"RVCYZ001287"	3838	5017	3848	3307	2727	2994	3273	3938	4855	3073	2650	2690
"RVCYZ001288"	2772	3399	2766	2170	1928	2018	2661	3100	2855	3070	2898	2857
"RVCYZ001289"	1951	2359	1955	1023	962	914	1871	2316	2418	2060	1948	1977
"RVCYZ001290"	11613	14725	11466	7315	6115	6622	10801	11801	16498	6096	5419	5889
"RVCYZ001291"	802	901	730	764	683	608	820	1165	651	1449	1568	1481
"RVCYZ001292"	3804	4957	4127	3562	2994	3290	3597	4247	2473	2193	2247	2363
"RVCYZ001293"	5771	7297	5842	5078	3949	4280	5525	6197	4023	3471	3533	3559
"RVCYZ001294"	174	202	229	133	115	78	191	316	132	541	606	600
"RVCYZ001295"	1180	1401	1902	1078	845	712	1498	2250	1076	3769	4130	3815
"RVCYZ001296"	187	206	390	124	101	90	162	280	132	458	420	467
"RVCYZ001297"	3482	5081	3758	2958	2560	2437	3455	3962	3959	3901	3760	3995
"RVCYZ001298"	2888	3478	2965	2211	1878	2266	2930	3224	2011	1440	1437	1499
"RVCYZ001299"	472	510	440	336	257	276	421	554	347	606	676	587
"RVCYZ001300"	37	26	25	26	21	10	19	52	27	78	110	89
"RVCYZ001301"	221	270	164	169	157	109	248	477	141	974	1054	969
