locus_tag	source_pgap	type_pgap	start_pgap	end_pgap	score_pgap	strand_pgap	phase_pgap	attributes_pgap	product_pgap	seed_ortholog_eggnog	evalue_eggnog	score_eggnog	eggNOG_OGs_eggnog	max_annot_lvl_eggnog	COG_category_eggnog	Description_eggnog	Preferred_name_eggnog	GOs_eggnog	EC_eggnog	KEGG_ko_eggnog	KEGG_Pathway_eggnog	KEGG_Module_eggnog	KEGG_Reaction_eggnog	KEGG_rclass_eggnog	BRITE_eggnog	KEGG_TC_eggnog	CAZy_eggnog	BiGG_Reaction_eggnog	PFAMs_eggnog	GenomeID_transapp	FID_transapp	Subfamily_transapp	Substrate/Function_transapp	ID_tcdb_org_transapp	KO_blastkoala	KO_definition_blastkoala
pgaptmp_003035	Protein Homology	CDS	412480	413250		+	0	ID=cds-pgaptmp_003035;Parent=gene-pgaptmp_003035;Name=extdb:pgaptmp_003035;Ontology_term=GO:0003677,GO:0003700;gbkey=CDS;go_function=DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003501621.1;locus_tag=pgaptmp_003035;product=DeoR/GlpR family DNA-binding transcription regulator;protein_id=extdb:pgaptmp_003035;transl_table=11	DeoR/GlpR family DNA-binding transcription regulator	742741.HMPREF9475_02924	9.33E-177	493	COG1349@1|root,COG1349@2|Bacteria,1TTGR@1239|Firmicutes,25C4C@186801|Clostridia,21ZXG@1506553|Lachnoclostridium	186801|Clostridia	K	DeoR C terminal sensor domain	iolR			ko:K06608					ko00000,ko03000				DeoRC,HTH_DeoR						K06608	iolR; DeoR family transcriptional regulator, myo-inositol catabolism operon repressor
pgaptmp_003036	Protein Homology	CDS	413315	413995		+	0	ID=cds-pgaptmp_003036;Parent=gene-pgaptmp_003036;Name=extdb:pgaptmp_003036;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003509552.1;locus_tag=pgaptmp_003036;product=maleate cis-trans isomerase family protein;protein_id=extdb:pgaptmp_003036;transl_table=11	maleate cis-trans isomerase family protein	742741.HMPREF9475_02925	5.63E-154	433	COG3473@1|root,COG3473@2|Bacteria	2|Bacteria	Q	Maleate cis-trans isomerase			5.2.1.1	ko:K01799	ko00650,ko00760,ko01120,map00650,map00760,map01120	M00622	R01087	RC00448	ko00000,ko00001,ko00002,ko01000				Asp_Glu_race						K01799	nicE, maiA; maleate isomerase [EC:5.2.1.1]
pgaptmp_003037	Protein Homology	CDS	414113	415444		-	0	ID=cds-pgaptmp_003037;Parent=gene-pgaptmp_003037;Name=extdb:pgaptmp_003037;Ontology_term=GO:0015693,GO:0015095,GO:0016020;gbkey=CDS;gene=mgtE;go_component=membrane|0016020||IEA;go_function=magnesium ion transmembrane transporter activity|0015095||IEA;go_process=magnesium ion transport|0015693||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004845438.1;locus_tag=pgaptmp_003037;product=magnesium transporter;protein_id=extdb:pgaptmp_003037;transl_table=11	magnesium transporter	742741.HMPREF9475_02926	1.94E-302	828	COG2239@1|root,COG2239@2|Bacteria,1TP4V@1239|Firmicutes,2481R@186801|Clostridia,21YBS@1506553|Lachnoclostridium	186801|Clostridia	P	Acts as a magnesium transporter	mgtE			ko:K06213					ko00000,ko02000	1.A.26.1			CBS,MgtE,MgtE_N	cc11824	MgtE		magnesium ion	9.A.19	K06213	mgtE; magnesium transporter
pgaptmp_003038	Protein Homology	CDS	416042	417352		-	0	ID=cds-pgaptmp_003038;Parent=gene-pgaptmp_003038;Name=extdb:pgaptmp_003038;Ontology_term=GO:0015803,GO:0015658,GO:0016020;gbkey=CDS;gene=brnQ;go_component=membrane|0016020||IEA;go_function=branched-chain amino acid transmembrane transporter activity|0015658||IEA;go_process=branched-chain amino acid transport|0015803||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003509556.1;locus_tag=pgaptmp_003038;product=branched-chain amino acid transport system II carrier protein;protein_id=extdb:pgaptmp_003038;transl_table=11	branched-chain amino acid transport system II carrier protein	742741.HMPREF9475_02927	9.18E-302	824	COG1114@1|root,COG1114@2|Bacteria,1TQIS@1239|Firmicutes,248I0@186801|Clostridia,21XVD@1506553|Lachnoclostridium	186801|Clostridia	E	Component of the transport system for branched-chain amino acids	brnQ			ko:K03311					ko00000	2.A.26			Branch_AA_trans	cc11824	LIVCS		branched-chain amino acid	2.A.26	K03311	TC.LIVCS; branched-chain amino acid:cation transporter, LIVCS family
pgaptmp_003039	Protein Homology	CDS	417663	418094		+	0	ID=cds-pgaptmp_003039;Parent=gene-pgaptmp_003039;Name=extdb:pgaptmp_003039;Ontology_term=GO:0006355,GO:0003700;gbkey=CDS;go_function=DNA-binding transcription factor activity|0003700||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009296827.1;locus_tag=pgaptmp_003039;product=MarR family winged helix-turn-helix transcriptional regulator;protein_id=extdb:pgaptmp_003039;transl_table=11	MarR family winged helix-turn-helix transcriptional regulator	742741.HMPREF9475_02928	8.3E-95	276	COG1846@1|root,COG1846@2|Bacteria,1VKTX@1239|Firmicutes,25D3U@186801|Clostridia,223HJ@1506553|Lachnoclostridium	186801|Clostridia	K	helix_turn_helix multiple antibiotic resistance protein													MarR							
pgaptmp_003040	Protein Homology	CDS	418094	419443		+	0	ID=cds-pgaptmp_003040;Parent=gene-pgaptmp_003040;Name=extdb:pgaptmp_003040;Ontology_term=GO:0006855,GO:0055085,GO:0015297,GO:0042910,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_function=antiporter activity|0015297||IEA,xenobiotic transmembrane transporter activity|0042910||IEA;go_process=xenobiotic transmembrane transport|0006855||IEA,transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003509560.1;locus_tag=pgaptmp_003040;product=MATE family efflux transporter;protein_id=extdb:pgaptmp_003040;transl_table=11	MATE family efflux transporter	742741.HMPREF9475_02929	1.9E-306	852	COG0534@1|root,COG0534@2|Bacteria,1U0C4@1239|Firmicutes,24ZGA@186801|Clostridia,223VV@1506553|Lachnoclostridium	186801|Clostridia	V	MatE													MatE	cc11824	MOP	MATE	multidrug efflux	2.A.66	K26937	dinF, mepA, vmrA; MATE family, multidrug efflux pump
pgaptmp_003041	Protein Homology	CDS	419818	420978		-	0	ID=cds-pgaptmp_003041;Parent=gene-pgaptmp_003041;Name=extdb:pgaptmp_003041;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003509561.1;locus_tag=pgaptmp_003041;product=aldo/keto reductase;protein_id=extdb:pgaptmp_003041;transl_table=11	aldo/keto reductase	742741.HMPREF9475_02930	5.16E-294	800	COG1453@1|root,COG1453@2|Bacteria,1TQ5N@1239|Firmicutes,247SD@186801|Clostridia,21ZFH@1506553|Lachnoclostridium	186801|Clostridia	C	4Fe-4S dicluster domain				ko:K07079					ko00000				Aldo_ket_red,Fer4_17,Fer4_9						K07079	K07079; uncharacterized protein
pgaptmp_003042	Protein Homology	CDS	421467	423407		+	0	ID=cds-pgaptmp_003042;Parent=gene-pgaptmp_003042;Name=extdb:pgaptmp_003042;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003509563.1;locus_tag=pgaptmp_003042;product=AAA family ATPase;protein_id=extdb:pgaptmp_003042;transl_table=11	AAA family ATPase	742741.HMPREF9475_02931	0	1311	COG1672@1|root,COG3629@1|root,COG1672@2|Bacteria,COG3629@2|Bacteria,1TR6V@1239|Firmicutes,24AA2@186801|Clostridia	186801|Clostridia	T	Bacterial transcriptional activator domain													AAA_16,BTAD,TPR_12,Trans_reg_C							
pgaptmp_003043	Protein Homology	CDS	423610	424833		+	0	ID=cds-pgaptmp_003043;Parent=gene-pgaptmp_003043;Name=extdb:pgaptmp_003043;Ontology_term=GO:0004180;gbkey=CDS;go_function=carboxypeptidase activity|0004180||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003501596.1;locus_tag=pgaptmp_003043;product=amidohydrolase;protein_id=extdb:pgaptmp_003043;transl_table=11	amidohydrolase	742741.HMPREF9475_02932	9.09E-301	819	COG1473@1|root,COG1473@2|Bacteria,1TQ7B@1239|Firmicutes,2492H@186801|Clostridia,21YA5@1506553|Lachnoclostridium	186801|Clostridia	S	peptidase, aminobenzoyl-glutamate utilization protein K01436													M20_dimer,Peptidase_M20							
pgaptmp_003044	Protein Homology	CDS	424821	425150		-	0	ID=cds-pgaptmp_003044;Parent=gene-pgaptmp_003044;Name=extdb:pgaptmp_003044;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF042606.4;locus_tag=pgaptmp_003044;product=DUF6783 domain-containing protein;protein_id=extdb:pgaptmp_003044;transl_table=11	DUF6783 domain-containing protein	411469.EUBHAL_00717	1.36E-18	80.5	2DXIG@1|root,3455C@2|Bacteria,1VYKU@1239|Firmicutes,2542Y@186801|Clostridia,25Z6G@186806|Eubacteriaceae	186801|Clostridia																						
pgaptmp_003045	Protein Homology	CDS	425050	426405		+	0	ID=cds-pgaptmp_003045;Parent=gene-pgaptmp_003045;Name=extdb:pgaptmp_003045;Ontology_term=GO:0006865,GO:0055085,GO:0015171,GO:0022857,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_function=amino acid transmembrane transporter activity|0015171||IEA,transmembrane transporter activity|0022857||IEA;go_process=amino acid transport|0006865||IEA,transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003509565.1;locus_tag=pgaptmp_003045;product=APC family permease;protein_id=extdb:pgaptmp_003045;transl_table=11	APC family permease	742740.HMPREF9474_02803	3.37E-305	860	COG0531@1|root,COG0531@2|Bacteria,1V0MG@1239|Firmicutes,25G9W@186801|Clostridia,21ZSF@1506553|Lachnoclostridium	186801|Clostridia	E	Amino acid permease	steT												AA_permease_2	cc11824	APC		amino acid	2.A.3		
pgaptmp_003046	Protein Homology	CDS	426935	427100		-	0	ID=cds-pgaptmp_003046;Parent=gene-pgaptmp_003046;Note=frameshifted%3B incomplete%3B missing N-terminus;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003505513.1;locus_tag=pgaptmp_003046;product=IS30 family transposase;pseudo=true;transl_table=11	IS30 family transposase	742741.HMPREF9475_02701	4.37E-15	68.9	COG2826@1|root,COG2826@2|Bacteria,1TQ0G@1239|Firmicutes,248WB@186801|Clostridia,21ZBS@1506553|Lachnoclostridium	186801|Clostridia	L	Psort location Cytoplasmic, score													HTH_38							
pgaptmp_003047	Protein Homology	CDS	1	152		+	2	ID=cds-pgaptmp_003047;Parent=gene-pgaptmp_003047;Name=extdb:pgaptmp_003047;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003511280.1;locus_tag=pgaptmp_003047;partial=true;product=transposase;protein_id=extdb:pgaptmp_003047;start_range=.,1;transl_table=11	transposase	742741.HMPREF9475_00509	1.12E-28	103	COG2801@1|root,COG2801@2|Bacteria,1TT3E@1239|Firmicutes	1239|Firmicutes	L	COG3316 Transposase and inactivated derivatives													DDE_Tnp_IS240							
pgaptmp_003048	Protein Homology	CDS	713	1636		+	0	ID=cds-pgaptmp_003048;Parent=gene-pgaptmp_003048;Name=extdb:pgaptmp_003048;Ontology_term=GO:0006355,GO:0003677,GO:0003700;gbkey=CDS;go_function=DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003509591.1;locus_tag=pgaptmp_003048;product=LysR family transcriptional regulator;protein_id=extdb:pgaptmp_003048;transl_table=11	LysR family transcriptional regulator	742741.HMPREF9475_02934	6.56E-223	614	COG0583@1|root,COG0583@2|Bacteria,1UZH9@1239|Firmicutes,24E8Z@186801|Clostridia,21XKH@1506553|Lachnoclostridium	186801|Clostridia	K	LysR substrate binding domain													HTH_1,LysR_substrate							
pgaptmp_003049	Protein Homology	CDS	1724	2929		-	0	ID=cds-pgaptmp_003049;Parent=gene-pgaptmp_003049;Name=extdb:pgaptmp_003049;Ontology_term=GO:0006508,GO:0004177,GO:0008233,GO:0016787,GO:0046872,GO:0070006;gbkey=CDS;go_function=aminopeptidase activity|0004177||IEA,peptidase activity|0008233||IEA,hydrolase activity|0016787||IEA,metal ion binding|0046872||IEA,metalloaminopeptidase activity|0070006||IEA;go_process=proteolysis|0006508||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003509593.1;locus_tag=pgaptmp_003049;product=M24 family metallopeptidase;protein_id=extdb:pgaptmp_003049;transl_table=11	M24 family metallopeptidase	742741.HMPREF9475_02935	1.14E-300	818	COG0006@1|root,COG0006@2|Bacteria,1UY7B@1239|Firmicutes,24E77@186801|Clostridia,22150@1506553|Lachnoclostridium	186801|Clostridia	E	Creatinase/Prolidase N-terminal domain			3.5.3.3	ko:K08688	ko00260,ko00330,ko01100,map00260,map00330,map01100		R01566	RC00548,RC00549	ko00000,ko00001,ko01000				Creatinase_N,Peptidase_M24							
pgaptmp_003050	Protein Homology	CDS	3328	4380		-	0	ID=cds-pgaptmp_003050;Parent=gene-pgaptmp_003050;Name=extdb:pgaptmp_003050;Ontology_term=GO:0009055,GO:0050660;gbkey=CDS;go_function=electron transfer activity|0009055||IEA,flavin adenine dinucleotide binding|0050660||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009297092.1;locus_tag=pgaptmp_003050;product=electron transfer flavoprotein subunit alpha/FixB family protein;protein_id=extdb:pgaptmp_003050;transl_table=11	electron transfer flavoprotein subunit alpha/FixB family protein	742741.HMPREF9475_02936	1.73E-252	692	COG2025@1|root,COG2025@2|Bacteria,1TPC8@1239|Firmicutes,247NF@186801|Clostridia,21Y3W@1506553|Lachnoclostridium	186801|Clostridia	C	Electron transfer flavoprotein FAD-binding domain	etfA		1.3.1.108	ko:K03522,ko:K22432					ko00000,ko01000,ko04147				ETF,ETF_alpha						K03522	fixB, etfA; electron transfer flavoprotein alpha subunit
pgaptmp_003051	Protein Homology	CDS	4408	5199		-	0	ID=cds-pgaptmp_003051;Parent=gene-pgaptmp_003051;Name=extdb:pgaptmp_003051;Ontology_term=GO:0009055;gbkey=CDS;go_function=electron transfer activity|0009055||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012741638.1;locus_tag=pgaptmp_003051;product=electron transfer flavoprotein subunit beta/FixA family protein;protein_id=extdb:pgaptmp_003051;transl_table=11	electron transfer flavoprotein subunit beta/FixA family protein	742741.HMPREF9475_02937	4.15E-188	522	COG2086@1|root,COG2086@2|Bacteria,1TQA0@1239|Firmicutes,247K9@186801|Clostridia,21Y0P@1506553|Lachnoclostridium	186801|Clostridia	C	Electron transfer flavoprotein domain	etfB		1.3.1.108	ko:K03521,ko:K22431					ko00000,ko01000				ETF						K03521	fixA, etfB; electron transfer flavoprotein beta subunit
pgaptmp_003052	Protein Homology	CDS	5270	6424		-	0	ID=cds-pgaptmp_003052;Parent=gene-pgaptmp_003052;Name=extdb:pgaptmp_003052;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008392576.1;locus_tag=pgaptmp_003052;product=acyl-CoA dehydrogenase;protein_id=extdb:pgaptmp_003052;transl_table=11	acyl-CoA dehydrogenase	742741.HMPREF9475_02938	4.12E-274	750	COG1960@1|root,COG1960@2|Bacteria,1TP57@1239|Firmicutes,247UB@186801|Clostridia,21YI4@1506553|Lachnoclostridium	186801|Clostridia	C	Acyl-CoA dehydrogenase, C-terminal domain	bcd		1.3.8.1	ko:K00248	ko00071,ko00280,ko00650,ko01100,ko01110,ko01120,ko01200,ko01212,map00071,map00280,map00650,map01100,map01110,map01120,map01200,map01212		R01175,R01178,R02661,R03172,R04751	RC00052,RC00068,RC00076,RC00120,RC00148	ko00000,ko00001,ko01000				Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N						K00248	ACADS, bcd; butyryl-CoA dehydrogenase [EC:1.3.8.1]
pgaptmp_003053	Protein Homology	CDS	6495	7331		-	0	ID=cds-pgaptmp_003053;Parent=gene-pgaptmp_003053;Name=extdb:pgaptmp_003053;Ontology_term=GO:0006635,GO:0003857,GO:0070403;gbkey=CDS;go_function=3-hydroxyacyl-CoA dehydrogenase activity|0003857||IEA,NAD+ binding|0070403||IEA;go_process=fatty acid beta-oxidation|0006635||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003502786.1;locus_tag=pgaptmp_003053;product=3-hydroxyacyl-CoA dehydrogenase family protein;protein_id=extdb:pgaptmp_003053;transl_table=11	3-hydroxyacyl-CoA dehydrogenase family protein	742741.HMPREF9475_02939	7.45E-194	538	COG1250@1|root,COG1250@2|Bacteria,1TPJS@1239|Firmicutes,248AE@186801|Clostridia,21YZX@1506553|Lachnoclostridium	186801|Clostridia	I	3-hydroxyacyl-CoA dehydrogenase, C-terminal domain	hbd		1.1.1.157	ko:K00074	ko00360,ko00362,ko00650,ko01100,ko01120,map00360,map00362,map00650,map01100,map01120		R01976,R05576,R06941	RC00029,RC00117	ko00000,ko00001,ko01000				3HCDH,3HCDH_N						K00074	paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]
pgaptmp_003054	Protein Homology	CDS	7395	8171		-	0	ID=cds-pgaptmp_003054;Parent=gene-pgaptmp_003054;Name=extdb:pgaptmp_003054;Ontology_term=GO:0003824;gbkey=CDS;go_function=catalytic activity|0003824||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003502784.1;locus_tag=pgaptmp_003054;product=enoyl-CoA hydratase-related protein;protein_id=extdb:pgaptmp_003054;transl_table=11	enoyl-CoA hydratase-related protein	742741.HMPREF9475_02940	9.33E-178	496	COG1024@1|root,COG1024@2|Bacteria,1TQ89@1239|Firmicutes,247RK@186801|Clostridia,21Z2Z@1506553|Lachnoclostridium	186801|Clostridia	I	Enoyl-CoA hydratase/isomerase	crt		4.2.1.17	ko:K01715	ko00650,ko01200,map00650,map01200		R03026	RC00831	ko00000,ko00001,ko01000				ECH_1						K01715	crt; short-chain-enoyl-CoA hydratase [EC:4.2.1.150]
pgaptmp_003055	Protein Homology	CDS	8269	9453		-	0	ID=cds-pgaptmp_003055;Parent=gene-pgaptmp_003055;Name=extdb:pgaptmp_003055;Ontology_term=GO:0003985;gbkey=CDS;go_function=acetyl-CoA C-acetyltransferase activity|0003985||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003502782.1;locus_tag=pgaptmp_003055;product=acetyl-CoA C-acetyltransferase;protein_id=extdb:pgaptmp_003055;transl_table=11	acetyl-CoA C-acetyltransferase	742741.HMPREF9475_02941	3.41E-278	761	COG0183@1|root,COG0183@2|Bacteria,1TP07@1239|Firmicutes,2482I@186801|Clostridia,21YJ3@1506553|Lachnoclostridium	186801|Clostridia	I	Thiolase, N-terminal domain	thlA		2.3.1.9	ko:K00626	ko00071,ko00072,ko00280,ko00310,ko00362,ko00380,ko00620,ko00630,ko00640,ko00650,ko00720,ko00900,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,ko02020,map00071,map00072,map00280,map00310,map00362,map00380,map00620,map00630,map00640,map00650,map00720,map00900,map01100,map01110,map01120,map01130,map01200,map01212,map02020	M00088,M00095,M00373,M00374,M00375	R00238,R01177	RC00004,RC00326	ko00000,ko00001,ko00002,ko01000,ko04147				Thiolase_C,Thiolase_N						K00626	ACAT, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
pgaptmp_003056	Protein Homology	CDS	9799	10587		-	0	ID=cds-pgaptmp_003056;Parent=gene-pgaptmp_003056;Name=extdb:pgaptmp_003056;Ontology_term=GO:0016830,GO:0046872;gbkey=CDS;go_function=carbon-carbon lyase activity|0016830||IEA,metal ion binding|0046872||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003509596.1;locus_tag=pgaptmp_003056;product=HpcH/HpaI aldolase family protein;protein_id=extdb:pgaptmp_003056;transl_table=11	HpcH/HpaI aldolase family protein	742741.HMPREF9475_02942	5.93E-192	532	COG3836@1|root,COG3836@2|Bacteria,1UZZG@1239|Firmicutes,24DTX@186801|Clostridia,222QV@1506553|Lachnoclostridium	186801|Clostridia	C	HpcH/HpaI aldolase/citrate lyase family			4.1.2.52,4.1.2.53	ko:K02510,ko:K12660	ko00051,ko00350,ko01120,map00051,map00350,map01120		R01645,R01647,R02261	RC00307,RC00435,RC00572,RC00574,RC03057	ko00000,ko00001,ko01000				HpcH_HpaI						K01630	garL; 2-dehydro-3-deoxyglucarate aldolase [EC:4.1.2.20]
pgaptmp_003057	Protein Homology	CDS	10657	11613		-	0	ID=cds-pgaptmp_003057;Parent=gene-pgaptmp_003057;Name=extdb:pgaptmp_003057;Ontology_term=GO:0016491,GO:0070403;gbkey=CDS;go_function=oxidoreductase activity|0016491||IEA,NAD+ binding|0070403||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003502778.1;locus_tag=pgaptmp_003057;product=hydroxyacid dehydrogenase;protein_id=extdb:pgaptmp_003057;transl_table=11	hydroxyacid dehydrogenase	742741.HMPREF9475_02943	7.98E-225	620	COG0111@1|root,COG0111@2|Bacteria,1V410@1239|Firmicutes,24DKH@186801|Clostridia,2204C@1506553|Lachnoclostridium	186801|Clostridia	C	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain			1.1.1.399,1.1.1.95	ko:K00058	ko00260,ko00680,ko01100,ko01120,ko01130,ko01200,ko01230,map00260,map00680,map01100,map01120,map01130,map01200,map01230	M00020	R01513	RC00031	ko00000,ko00001,ko00002,ko01000,ko04147				2-Hacid_dh,2-Hacid_dh_C						K00058	serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]
pgaptmp_003058	Protein Homology	CDS	11676	12161		-	0	ID=cds-pgaptmp_003058;Parent=gene-pgaptmp_003058;Name=extdb:pgaptmp_003058;Ontology_term=GO:0006811,GO:0055085,GO:0015293,GO:0022857,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_function=symporter activity|0015293||IEA,transmembrane transporter activity|0022857||IEA;go_process=monoatomic ion transport|0006811||IEA,transmembrane transport|0055085||IEA;inference=COORDINATES: protein motif:HMM:NF015557.6;locus_tag=pgaptmp_003058;product=SLC13 family permease;protein_id=extdb:pgaptmp_003058;transl_table=11	SLC13 family permease	742740.HMPREF9474_03392	1.34E-102	307	COG1055@1|root,COG1055@2|Bacteria	2|Bacteria	P	arsenite transmembrane transporter activity													CitMHS,Na_sulph_symp	cc11824	DASS		sodium ion:dicarboxylate/sulfate	2.A.47		
pgaptmp_003059	Protein Homology	CDS	12158	12955		-	0	ID=cds-pgaptmp_003059;Parent=gene-pgaptmp_003059;Name=extdb:pgaptmp_003059;Ontology_term=GO:0055085,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_process=transmembrane transport|0055085||IEA;inference=COORDINATES: protein motif:HMM:NF015557.6;locus_tag=pgaptmp_003059;product=SLC13 family permease;protein_id=extdb:pgaptmp_003059;transl_table=11	SLC13 family permease	742741.HMPREF9475_02945	8.63E-182	506	COG0471@1|root,COG0471@2|Bacteria	2|Bacteria	P	metal ion transport	yfbS	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944											CitMHS,Na_sulph_symp,TrkA_C	cc11824	DASS		sodium ion:anion symporter	2.A.47		
pgaptmp_003060	Protein Homology	CDS	13349	15352		-	0	ID=cds-pgaptmp_003060;Parent=gene-pgaptmp_003060;Name=extdb:pgaptmp_003060;Ontology_term=GO:0006355,GO:0005524,GO:0008134;gbkey=CDS;go_function=ATP binding|0005524||IEA,transcription factor binding|0008134||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009297096.1;locus_tag=pgaptmp_003060;product=sigma 54-interacting transcriptional regulator;protein_id=extdb:pgaptmp_003060;transl_table=11	sigma 54-interacting transcriptional regulator	742741.HMPREF9475_02946	0	1306	COG3829@1|root,COG3829@2|Bacteria,1TP0E@1239|Firmicutes,247MB@186801|Clostridia,21ZCD@1506553|Lachnoclostridium	186801|Clostridia	K	Propionate catabolism activator													HTH_8,PAS_8,PrpR_N,Sigma54_activat							
pgaptmp_003061	Protein Homology	CDS	16193	16984		+	0	ID=cds-pgaptmp_003061;Parent=gene-pgaptmp_003061;Name=extdb:pgaptmp_003061;Ontology_term=GO:0003824;gbkey=CDS;go_function=catalytic activity|0003824||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003509601.1;locus_tag=pgaptmp_003061;product=enoyl-CoA hydratase-related protein;protein_id=extdb:pgaptmp_003061;transl_table=11	enoyl-CoA hydratase-related protein	742741.HMPREF9475_02947	4.46E-183	509	COG1024@1|root,COG1024@2|Bacteria,1TQ89@1239|Firmicutes,247RK@186801|Clostridia,2209V@1506553|Lachnoclostridium	186801|Clostridia	I	Enoyl-CoA hydratase/isomerase	crt		4.2.1.149,4.2.1.17	ko:K01715,ko:K08299	ko00650,ko01200,map00650,map01200		R03026,R10675	RC00831,RC01095	ko00000,ko00001,ko01000				ECH_1						K01715	crt; short-chain-enoyl-CoA hydratase [EC:4.2.1.150]
pgaptmp_003062	Protein Homology	CDS	17214	18770		+	0	ID=cds-pgaptmp_003062;Parent=gene-pgaptmp_003062;Name=extdb:pgaptmp_003062;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003502770.1;locus_tag=pgaptmp_003062;product=acyl CoA:acetate/3-ketoacid CoA transferase;protein_id=extdb:pgaptmp_003062;transl_table=11	acyl CoA:acetate/3-ketoacid CoA transferase	742741.HMPREF9475_02948	0	984	COG4670@1|root,COG4670@2|Bacteria,1TP5H@1239|Firmicutes,247ZG@186801|Clostridia,21XQY@1506553|Lachnoclostridium	186801|Clostridia	I	COG COG4670 Acyl CoA acetate 3-ketoacid CoA transferase			2.8.3.1	ko:K01026	ko00620,ko00640,ko00643,ko01100,ko01120,map00620,map00640,map00643,map01100,map01120		R00928,R01449,R05508	RC00012,RC00014,RC00137	ko00000,ko00001,ko01000				CoA_trans						K01026	pct; propionate CoA-transferase [EC:2.8.3.1]
pgaptmp_003063	Protein Homology	CDS	18821	20128		+	0	ID=cds-pgaptmp_003063;Parent=gene-pgaptmp_003063;Name=extdb:pgaptmp_003063;Ontology_term=GO:0055085,GO:0022857;gbkey=CDS;go_function=transmembrane transporter activity|0022857||IEA;go_process=transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_006568755.1;locus_tag=pgaptmp_003063;product=GntP family permease;protein_id=extdb:pgaptmp_003063;transl_table=11	GntP family permease	742741.HMPREF9475_02949	6.72E-305	832	COG2610@1|root,COG2610@2|Bacteria,1TQJ6@1239|Firmicutes,24839@186801|Clostridia,220BS@1506553|Lachnoclostridium	186801|Clostridia	EG	COG COG2610 H gluconate symporter and related permeases													CitMHS,GntP_permease	cc11824	NhaC		sodium ion:proton antiporter	2.A.35		
