locus_tag	seqid_pgap	source_pgap	type_pgap	start_pgap	end_pgap	score_pgap	strand_pgap	phase_pgap	attributes_pgap	product_pgap	seed_ortholog_eggnog	evalue_eggnog	score_eggnog	eggNOG_OGs_eggnog	max_annot_lvl_eggnog	COG_category_eggnog	Description_eggnog	Preferred_name_eggnog	GOs_eggnog	EC_eggnog	KEGG_ko_eggnog	KEGG_Pathway_eggnog	KEGG_Module_eggnog	KEGG_Reaction_eggnog	KEGG_rclass_eggnog	BRITE_eggnog	KEGG_TC_eggnog	CAZy_eggnog	BiGG_Reaction_eggnog	PFAMs_eggnog	GenomeID_transapp	FID_transapp	Subfamily_transapp	Substrate/Function_transapp	ID_tcdb_org_transapp	KO_blastkoala	KO_definition_blastkoala
pgaptmp_000537	contig135	Protein Homology	CDS	185	1387		-	0	ID=cds-pgaptmp_000537;Parent=gene-pgaptmp_000537;Name=extdb:pgaptmp_000537;Ontology_term=GO:0004803;gbkey=CDS;go_function=transposase activity|0004803||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016387269.1;locus_tag=pgaptmp_000537;product=IS110 family transposase;protein_id=extdb:pgaptmp_000537;transl_table=11	IS110 family transposase	1122149.BACN01000117_gene8	1.66E-166	479	COG3547@1|root,COG3547@2|Bacteria,1TQ5G@1239|Firmicutes,4IPIE@91061|Bacilli,3FBCX@33958|Lactobacillaceae	91061|Bacilli	L	Transposase, IS116 IS110 IS902 family													DEDD_Tnp_IS110,Transposase_20							
pgaptmp_002269	contig69	Protein Homology	CDS	56	169		-	0	ID=cds-pgaptmp_002269;Parent=gene-pgaptmp_002269;Name=extdb:pgaptmp_002269;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003603517.1;locus_tag=pgaptmp_002269;product=putative holin-like toxin;protein_id=extdb:pgaptmp_002269;transl_table=11	putative holin-like toxin	1074451.CRL705_1721	3.16E-11	57.8	29QP7@1|root,30BNV@2|Bacteria,1U8DU@1239|Firmicutes,4IIBR@91061|Bacilli,3FAVH@33958|Lactobacillaceae	91061|Bacilli																						
pgaptmp_002270	contig69	Protein Homology	CDS	390	1127		-	0	ID=cds-pgaptmp_002270;Parent=gene-pgaptmp_002270;Name=extdb:pgaptmp_002270;Ontology_term=GO:0003677,GO:0003700;gbkey=CDS;go_function=DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003596448.1;locus_tag=pgaptmp_002270;product=GntR family transcriptional regulator;protein_id=extdb:pgaptmp_002270;transl_table=11	GntR family transcriptional regulator	543734.LCABL_28260	1.82E-173	484	COG2188@1|root,COG2188@2|Bacteria,1VCJ9@1239|Firmicutes,4HM7V@91061|Bacilli,3F6DC@33958|Lactobacillaceae	91061|Bacilli	K	UTRA domain													GntR,UTRA							
pgaptmp_002271	contig69	Protein Homology	CDS	1188	2432		-	0	ID=cds-pgaptmp_002271;Parent=gene-pgaptmp_002271;Name=extdb:pgaptmp_002271;Ontology_term=GO:0005975,GO:0004560;gbkey=CDS;go_function=alpha-L-fucosidase activity|0004560||IEA;go_process=carbohydrate metabolic process|0005975||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016381404.1;locus_tag=pgaptmp_002271;product=alpha-L-fucosidase;protein_id=extdb:pgaptmp_002271;transl_table=11	alpha-L-fucosidase	543734.LCABL_28270	0	863	COG3669@1|root,COG3669@2|Bacteria,1TQH2@1239|Firmicutes,4HDR0@91061|Bacilli,3F4YW@33958|Lactobacillaceae	91061|Bacilli	G	Alpha-L-fucosidase			3.2.1.51	ko:K01206	ko00511,map00511				ko00000,ko00001,ko01000,ko04147		GH29		Alpha_L_fucos						K01206	FUCA; alpha-L-fucosidase [EC:3.2.1.51]
pgaptmp_002272	contig69	Protein Homology	CDS	2651	3589		+	0	ID=cds-pgaptmp_002272;Parent=gene-pgaptmp_002272;Name=extdb:pgaptmp_002272;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016384649.1;locus_tag=pgaptmp_002272;product=PTS mannose/fructose/sorbose transporter subunit IIAB;protein_id=extdb:pgaptmp_002272;transl_table=11	PTS mannose/fructose/sorbose transporter subunit IIAB	543734.LCABL_28280	1.58E-212	588	COG2893@1|root,COG3444@1|root,COG2893@2|Bacteria,COG3444@2|Bacteria,1TQJ4@1239|Firmicutes,4HIM5@91061|Bacilli,3FBI1@33958|Lactobacillaceae	91061|Bacilli	G	PTS system sorbose subfamily IIB component			2.7.1.191	ko:K02793,ko:K02794	ko00051,ko00520,ko01100,ko02060,map00051,map00520,map01100,map02060	M00276	R02630	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.6.1			EIIA-man,PTSIIB_sorb	ll11825	SSPTS	EnzymeIIAB	mannose/fructose	4.A	K02794	manX; mannose PTS system EIIAB component [EC:2.7.1.191]
pgaptmp_002273	contig69	Protein Homology	CDS	3720	4526		+	0	ID=cds-pgaptmp_002273;Parent=gene-pgaptmp_002273;Name=extdb:pgaptmp_002273;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016387869.1;locus_tag=pgaptmp_002273;product=PTS mannose/fructose/sorbose/N-acetylgalactosamine transporter subunit IIC;protein_id=extdb:pgaptmp_002273;transl_table=11	PTS mannose/fructose/sorbose/N-acetylgalactosamine transporter subunit IIC	543734.LCABL_28290	2.69E-166	468	COG3715@1|root,COG3715@2|Bacteria,1UYP8@1239|Firmicutes,4HFQS@91061|Bacilli,3FC9E@33958|Lactobacillaceae	91061|Bacilli	G	PTS system sorbose-specific iic component				ko:K02795	ko00051,ko00520,ko01100,ko02060,map00051,map00520,map01100,map02060	M00276	R02630	RC00017,RC03206	ko00000,ko00001,ko00002,ko02000	4.A.6.1			EII-Sor	ll11825	SSPTS	EnzymeIIC	mannose/fructose	4.A	K02795	manY; mannose PTS system EIIC component
pgaptmp_002274	contig69	Protein Homology	CDS	4501	5325		+	0	ID=cds-pgaptmp_002274;Parent=gene-pgaptmp_002274;Name=extdb:pgaptmp_002274;Ontology_term=GO:0008643,GO:0009401,GO:0016310,GO:0016301,GO:1902495;gbkey=CDS;go_component=transmembrane transporter complex|1902495||IEA;go_function=kinase activity|0016301||IEA;go_process=carbohydrate transport|0008643||IEA,phosphoenolpyruvate-dependent sugar phosphotransferase system|0009401||IEA,phosphorylation|0016310||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016371460.1;locus_tag=pgaptmp_002274;product=PTS system mannose/fructose/sorbose family transporter subunit IID;protein_id=extdb:pgaptmp_002274;transl_table=11	PTS system mannose/fructose/sorbose family transporter subunit IID	543734.LCABL_28300	1.16E-191	533	COG3716@1|root,COG3716@2|Bacteria,1UMKU@1239|Firmicutes,4HCQB@91061|Bacilli,3FBHN@33958|Lactobacillaceae	91061|Bacilli	G	PTS system mannose/fructose/sorbose family IID component				ko:K02796	ko00051,ko00520,ko01100,ko02060,map00051,map00520,map01100,map02060	M00276	R02630	RC00017,RC03206	ko00000,ko00001,ko00002,ko02000	4.A.6.1			EIID-AGA	ll11825	SSPTS	EnzymeIID	mannose/fructose	4.A	K02796	manZ; mannose PTS system EIID component
pgaptmp_002275	contig69	Protein Homology	CDS	5501	5818		-	0	ID=cds-pgaptmp_002275;Parent=gene-pgaptmp_002275;Name=extdb:pgaptmp_002275;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012491697.1;locus_tag=pgaptmp_002275;product=PTS lactose/cellobiose transporter subunit IIA;protein_id=extdb:pgaptmp_002275;transl_table=11	PTS lactose/cellobiose transporter subunit IIA	543734.LCABL_28310	1.47E-61	189	COG1447@1|root,COG1447@2|Bacteria,1VEGE@1239|Firmicutes,4HM37@91061|Bacilli,3F7SW@33958|Lactobacillaceae	91061|Bacilli	G	PTS system, Lactose/Cellobiose specific IIA subunit	celC		2.7.1.196,2.7.1.205	ko:K02759	ko00500,ko02060,map00500,map02060	M00275	R11170,R11172	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.3.2			PTS_IIA	ll11825	SSPTS	EnzymeIIA	cellobiose	4.A	K02759	celC, chbA; cellobiose PTS system EIIA component [EC:2.7.1.196 2.7.1.205]
pgaptmp_002276	contig69	Protein Homology	CDS	5902	6216		-	0	ID=cds-pgaptmp_002276;Parent=gene-pgaptmp_002276;Name=extdb:pgaptmp_002276;Ontology_term=GO:0008643,GO:0009401,GO:0008982;gbkey=CDS;go_function=protein-N(PI)-phosphohistidine-sugar phosphotransferase activity|0008982||IEA;go_process=carbohydrate transport|0008643||IEA,phosphoenolpyruvate-dependent sugar phosphotransferase system|0009401||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003567884.1;locus_tag=pgaptmp_002276;product=PTS sugar transporter subunit IIB;protein_id=extdb:pgaptmp_002276;transl_table=11	PTS sugar transporter subunit IIB	543734.LCABL_28320	3.63E-66	201	COG1440@1|root,COG1440@2|Bacteria,1VADE@1239|Firmicutes,4HKG9@91061|Bacilli,3F77Q@33958|Lactobacillaceae	91061|Bacilli	G	PTS system, Lactose/Cellobiose specific IIB subunit	ptcB		2.7.1.196,2.7.1.205	ko:K02760	ko00500,ko02060,map00500,map02060	M00275	R11170,R11172	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.3.2			PTS_IIB	ll11825	SSPTS	EnzymeIIB	cellobiose	4.A	K02760	celA, chbB; cellobiose PTS system EIIB component [EC:2.7.1.196 2.7.1.205]
pgaptmp_002277	contig69	Protein Homology	CDS	6209	7639		-	0	ID=cds-pgaptmp_002277;Parent=gene-pgaptmp_002277;Name=extdb:pgaptmp_002277;Ontology_term=GO:0005975,GO:0016798;gbkey=CDS;go_function=hydrolase activity%2C acting on glycosyl bonds|0016798||IEA;go_process=carbohydrate metabolic process|0005975||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016387870.1;locus_tag=pgaptmp_002277;product=glycoside hydrolase family 1 protein;protein_id=extdb:pgaptmp_002277;transl_table=11	glycoside hydrolase family 1 protein	543734.LCABL_28330	0	986	COG2723@1|root,COG2723@2|Bacteria,1TP19@1239|Firmicutes,4H9KU@91061|Bacilli,3FC7B@33958|Lactobacillaceae	91061|Bacilli	G	Belongs to the glycosyl hydrolase 1 family	bgl		3.2.1.21,3.2.1.85,3.2.1.86	ko:K01220,ko:K01223,ko:K05350	ko00010,ko00052,ko00460,ko00500,ko00940,ko01100,ko01110,map00010,map00052,map00460,map00500,map00940,map01100,map01110		R00026,R00839,R02558,R02887,R02985,R03256,R03527,R04949,R04998,R05133,R05134,R10035,R10039,R10040	RC00049,RC00059,RC00171,RC00262,RC00397,RC00451,RC00714,RC00746,RC01248	ko00000,ko00001,ko01000		GT1		Glyco_hydro_1						K01223	E3.2.1.86B, bglA; 6-phospho-beta-glucosidase [EC:3.2.1.86]
pgaptmp_002278	contig69	Protein Homology	CDS	7714	8588		-	0	ID=cds-pgaptmp_002278;Parent=gene-pgaptmp_002278;Note=frameshifted;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012492065.1;locus_tag=pgaptmp_002278;product=ROK family protein;pseudo=true;transl_table=11	ROK family protein	543734.LCABL_28340	1.9E-82	257	COG1940@1|root,COG1940@2|Bacteria,1UZ80@1239|Firmicutes,4HD5J@91061|Bacilli,3FBD4@33958|Lactobacillaceae	91061|Bacilli	GK	ROK family	ypbG		2.7.1.2	ko:K00845	ko00010,ko00052,ko00500,ko00520,ko00521,ko00524,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00052,map00500,map00520,map00521,map00524,map01100,map01110,map01120,map01130,map01200	M00001,M00549	R00299,R01600,R01786	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000				ROK							
pgaptmp_002279	contig69	Protein Homology	CDS	8585	9880		-	0	ID=cds-pgaptmp_002279;Parent=gene-pgaptmp_002279;Name=extdb:pgaptmp_002279;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003576617.1;locus_tag=pgaptmp_002279;product=glycoside hydrolase family 125 protein;protein_id=extdb:pgaptmp_002279;transl_table=11	glycoside hydrolase family 125 protein	543734.LCABL_28350	0	866	COG3538@1|root,COG3538@2|Bacteria,1TRJI@1239|Firmicutes,4HBQW@91061|Bacilli,3F535@33958|Lactobacillaceae	91061|Bacilli	S	Metal-independent alpha-mannosidase (GH125)				ko:K09704					ko00000				Glyco_hydro_125						K09704	K09704; uncharacterized protein
pgaptmp_002280	contig69	Protein Homology	CDS	9877	12516		-	0	ID=cds-pgaptmp_002280;Parent=gene-pgaptmp_002280;Name=extdb:pgaptmp_002280;Ontology_term=GO:0006013,GO:0004559;gbkey=CDS;go_function=alpha-mannosidase activity|0004559||IEA;go_process=mannose metabolic process|0006013||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003571589.1;locus_tag=pgaptmp_002280;product=glycoside hydrolase family 38 C-terminal domain-containing protein;protein_id=extdb:pgaptmp_002280;transl_table=11	glycoside hydrolase family 38 C-terminal domain-containing protein	543734.LCABL_28360	0	1745	COG0383@1|root,COG0383@2|Bacteria,1TQEH@1239|Firmicutes,4HBC7@91061|Bacilli,3F4XS@33958|Lactobacillaceae	91061|Bacilli	G	Glycosyl hydrolases family 38 N-terminal domain	mngB		3.2.1.170	ko:K15524					ko00000,ko01000		GH38		Alpha-mann_mid,Glyco_hydro_38,Glyco_hydro_38C						K15524	mngB; 2-O-(6-phospho-alpha-D-mannosyl)-D-glycerate hydrolase [EC:3.2.1.-]
pgaptmp_002281	contig69	Protein Homology	CDS	12565	13890		-	0	ID=cds-pgaptmp_002281;Parent=gene-pgaptmp_002281;Name=extdb:pgaptmp_002281;Ontology_term=GO:0009401,GO:0016773,GO:0005886,GO:0016020;gbkey=CDS;go_component=plasma membrane|0005886||IEA,membrane|0016020||IEA;go_function=phosphotransferase activity%2C alcohol group as acceptor|0016773||IEA;go_process=phosphoenolpyruvate-dependent sugar phosphotransferase system|0009401||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016365850.1;locus_tag=pgaptmp_002281;product=PTS sugar transporter subunit IIC;protein_id=extdb:pgaptmp_002281;transl_table=11	PTS sugar transporter subunit IIC	543734.LCABL_28370	2.19E-305	839	COG1455@1|root,COG1455@2|Bacteria,1TSXJ@1239|Firmicutes,4HU65@91061|Bacilli,3F5IS@33958|Lactobacillaceae	91061|Bacilli	G	The phosphoenolpyruvate-dependent sugar phosphotransferase system (PTS), a major carbohydrate active - transport system, catalyzes the phosphorylation of incoming sugar substrates concomitant with their translocation across the cell membrane				ko:K02761	ko00500,ko02060,map00500,map02060	M00275	R11170,R11172	RC00017,RC03206	ko00000,ko00001,ko00002,ko02000	4.A.3.2			PTS_EIIC	ll11825	SSPTS	EnzymeIIC	cellobiose	4.A	K02761	celB, chbC; cellobiose PTS system EIIC component
pgaptmp_002282	contig69	Protein Homology	CDS	14116	14841		+	0	ID=cds-pgaptmp_002282;Parent=gene-pgaptmp_002282;Name=extdb:pgaptmp_002282;Ontology_term=GO:0003677,GO:0003700;gbkey=CDS;go_function=DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003567895.1;locus_tag=pgaptmp_002282;product=GntR family transcriptional regulator;protein_id=extdb:pgaptmp_002282;transl_table=11	GntR family transcriptional regulator	543734.LCABL_28380	1.28E-171	479	COG2188@1|root,COG2188@2|Bacteria,1TTCD@1239|Firmicutes,4HEXQ@91061|Bacilli,3F4DA@33958|Lactobacillaceae	91061|Bacilli	K	UbiC transcription regulator-associated domain protein				ko:K03492					ko00000,ko03000				GntR,UTRA						K03492	gmuR; GntR family transcriptional regulator, regulator of glucomannan utilization
pgaptmp_002283	contig69	Protein Homology	CDS	15263	15991		-	0	ID=cds-pgaptmp_002283;Parent=gene-pgaptmp_002283;Name=extdb:pgaptmp_002283;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003567897.1;locus_tag=pgaptmp_002283;product=class II aldolase/adducin family protein;protein_id=extdb:pgaptmp_002283;transl_table=11	class II aldolase/adducin family protein	543734.LCABL_28390	8.36E-173	482	COG0235@1|root,COG0235@2|Bacteria,1V57Z@1239|Firmicutes,4HGYY@91061|Bacilli,3FCAV@33958|Lactobacillaceae	91061|Bacilli	G	Class II Aldolase and Adducin N-terminal domain			4.1.2.17	ko:K01628	ko00051,ko01120,map00051,map01120		R02262	RC00603,RC00604	ko00000,ko00001,ko01000				Aldolase_II						K01628	fucA; L-fuculose-phosphate aldolase [EC:4.1.2.17]
pgaptmp_002284	contig69	Protein Homology	CDS	15988	16224		-	0	ID=cds-pgaptmp_002284;Parent=gene-pgaptmp_002284;Name=extdb:pgaptmp_002284;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016382674.1;locus_tag=pgaptmp_002284;product=hypothetical protein;protein_id=extdb:pgaptmp_002284;transl_table=11	hypothetical protein																											
pgaptmp_002285	contig69	Protein Homology	CDS	16217	17809		-	0	ID=cds-pgaptmp_002285;Parent=gene-pgaptmp_002285;Name=extdb:pgaptmp_002285;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016388834.1;locus_tag=pgaptmp_002285;product=PTS galactitol transporter subunit IIC;protein_id=extdb:pgaptmp_002285;transl_table=11	PTS galactitol transporter subunit IIC	543734.LCABL_28410	0	918	COG3775@1|root,COG3775@2|Bacteria,1TQ10@1239|Firmicutes,4HAIT@91061|Bacilli,3FCCE@33958|Lactobacillaceae	91061|Bacilli	G	PTS system sugar-specific permease component	pts36C			ko:K02775	ko00052,ko01100,ko02060,map00052,map01100,map02060	M00279	R05570	RC00017,RC03206	ko00000,ko00001,ko00002,ko02000	4.A.5.1			EIIC-GAT	ll11825	SSPTS	EnzymeIIC	galactitol	4.A	K02775	gatC, sgcC; galactitol PTS system EIIC component
pgaptmp_002286	contig69	Protein Homology	CDS	17841	18161		-	0	ID=cds-pgaptmp_002286;Parent=gene-pgaptmp_002286;Name=extdb:pgaptmp_002286;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_005690878.1;locus_tag=pgaptmp_002286;product=PTS galactitol transporter subunit IIB;protein_id=extdb:pgaptmp_002286;transl_table=11	PTS galactitol transporter subunit IIB	543734.LCABL_28420	1.78E-67	204	COG3414@1|root,COG3414@2|Bacteria,1VAU7@1239|Firmicutes,4IR9X@91061|Bacilli,3F7JF@33958|Lactobacillaceae	91061|Bacilli	G	PTS system, Lactose/Cellobiose specific IIB subunit			2.7.1.200	ko:K02774	ko00052,ko01100,ko02060,map00052,map01100,map02060	M00279	R05570	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.5.1			PTS_IIB						K20113	gatB; galactose PTS system EIIB component [EC:2.7.1.204]
pgaptmp_002287	contig69	Protein Homology	CDS	18194	18673		-	0	ID=cds-pgaptmp_002287;Parent=gene-pgaptmp_002287;Name=extdb:pgaptmp_002287;Ontology_term=GO:0008643,GO:0009401,GO:0016310,GO:0016301,GO:1902495;gbkey=CDS;go_component=transmembrane transporter complex|1902495||IEA;go_function=kinase activity|0016301||IEA;go_process=carbohydrate transport|0008643||IEA,phosphoenolpyruvate-dependent sugar phosphotransferase system|0009401||IEA,phosphorylation|0016310||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003606129.1;locus_tag=pgaptmp_002287;product=PTS sugar transporter subunit IIA;protein_id=extdb:pgaptmp_002287;transl_table=11	PTS sugar transporter subunit IIA	543734.LCABL_28430	6.33E-109	313	COG1762@1|root,COG1762@2|Bacteria,1VAHC@1239|Firmicutes,4HPPC@91061|Bacilli,3F7U5@33958|Lactobacillaceae	91061|Bacilli	G	Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2	pts36A		2.7.1.200	ko:K02773	ko00052,ko01100,ko02060,map00052,map01100,map02060	M00279	R05570	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.5.1			PTS_EIIA_2	ll11825	SSPTS	EnzymeIIA	fructose	4.A	K02773	gatA, sgcA; galactitol PTS system EIIA component [EC:2.7.1.200]
pgaptmp_002288	contig69	Protein Homology	CDS	18879	19676		+	0	ID=cds-pgaptmp_002288;Parent=gene-pgaptmp_002288;Name=extdb:pgaptmp_002288;Ontology_term=GO:0003677,GO:0003700;gbkey=CDS;go_function=DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003589136.1;locus_tag=pgaptmp_002288;product=DeoR/GlpR family DNA-binding transcription regulator;protein_id=extdb:pgaptmp_002288;transl_table=11	DeoR/GlpR family DNA-binding transcription regulator	543734.LCABL_28440	1.05E-182	509	COG1349@1|root,COG1349@2|Bacteria,1V1VH@1239|Firmicutes,4HG12@91061|Bacilli,3FC5U@33958|Lactobacillaceae	91061|Bacilli	K	DeoR C terminal sensor domain	rdrB			ko:K02444,ko:K22103					ko00000,ko03000				DeoRC,HTH_DeoR						K02444	glpR; DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor
pgaptmp_002289	contig69	Protein Homology	CDS	19931	20778		-	0	ID=cds-pgaptmp_002289;Parent=gene-pgaptmp_002289;Note=frameshifted;Ontology_term=GO:0032259,GO:0008168,GO:1904047;gbkey=CDS;go_function=methyltransferase activity|0008168||IEA,S-adenosyl-L-methionine binding|1904047||IEA;go_process=methylation|0032259||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016371307.1;locus_tag=pgaptmp_002289;product=class I SAM-dependent methyltransferase;pseudo=true;transl_table=11	class I SAM-dependent methyltransferase	543734.LCABL_28450	1.79E-70	226	COG1092@1|root,COG1092@2|Bacteria,1UM09@1239|Firmicutes,4ITNI@91061|Bacilli,3F5VI@33958|Lactobacillaceae	91061|Bacilli	J	Methyltransferase domain													Methyltransf_25							
pgaptmp_002290	contig69	Protein Homology	CDS	21274	22956		+	0	ID=cds-pgaptmp_002290;Parent=gene-pgaptmp_002290;Name=extdb:pgaptmp_002290;Ontology_term=GO:0005975,GO:0009311,GO:0004553,GO:0004556,GO:0004574;gbkey=CDS;go_function=hydrolase activity%2C hydrolyzing O-glycosyl compounds|0004553||IEA,alpha-amylase activity|0004556||IEA,oligo-1%2C6-glucosidase activity|0004574||IEA;go_process=carbohydrate metabolic process|0005975||IEA,oligosaccharide metabolic process|0009311||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003606132.1;locus_tag=pgaptmp_002290;product=glycoside hydrolase family 13 protein;protein_id=extdb:pgaptmp_002290;transl_table=11	glycoside hydrolase family 13 protein	543734.LCABL_28460	0	1180	COG0366@1|root,COG0366@2|Bacteria,1TP53@1239|Firmicutes,4HA1G@91061|Bacilli,3F41I@33958|Lactobacillaceae	91061|Bacilli	G	Alpha amylase, catalytic domain protein			3.2.1.10,3.2.1.20	ko:K01182,ko:K01187	ko00052,ko00500,ko01100,map00052,map00500,map01100		R00028,R00801,R00802,R01718,R01791,R06087,R06088,R06199	RC00028,RC00049,RC00059,RC00077,RC00451	ko00000,ko00001,ko01000		GH13,GH31		Alpha-amylase,Malt_amylase_C						K01182	IMA, malL; oligo-1,6-glucosidase [EC:3.2.1.10]
pgaptmp_002291	contig69	Protein Homology	CDS	23417	24169		+	0	ID=cds-pgaptmp_002291;Parent=gene-pgaptmp_002291;Name=extdb:pgaptmp_002291;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003567914.1;locus_tag=pgaptmp_002291;product=hypothetical protein;protein_id=extdb:pgaptmp_002291;transl_table=11	hypothetical protein																											
pgaptmp_002243	contig68	Protein Homology	CDS	116	229		-	0	ID=cds-pgaptmp_002243;Parent=gene-pgaptmp_002243;Name=extdb:pgaptmp_002243;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003567918.1;locus_tag=pgaptmp_002243;product=putative holin-like toxin;protein_id=extdb:pgaptmp_002243;transl_table=11	putative holin-like toxin	1074451.CRL705_1721	0.0000576	42	29QP7@1|root,30BNV@2|Bacteria,1U8DU@1239|Firmicutes,4IIBR@91061|Bacilli,3FAVH@33958|Lactobacillaceae	91061|Bacilli																						
pgaptmp_002244	contig68	Protein Homology	CDS	636	2924		-	0	ID=cds-pgaptmp_002244;Parent=gene-pgaptmp_002244;Name=extdb:pgaptmp_002244;Ontology_term=GO:0009986;gbkey=CDS;go_component=cell surface|0009986||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011674963.1;locus_tag=pgaptmp_002244;product=LPXTG cell wall anchor domain-containing protein;protein_id=extdb:pgaptmp_002244;transl_table=11	LPXTG cell wall anchor domain-containing protein	1423816.BACQ01000033_gene1421	0	998	COG5434@1|root,COG5434@2|Bacteria,1TRWY@1239|Firmicutes,4ITNJ@91061|Bacilli,3FA55@33958|Lactobacillaceae	91061|Bacilli	M	Right handed beta helix region													Gram_pos_anchor							
pgaptmp_002245	contig68	Protein Homology	CDS	2952	3935		-	0	ID=cds-pgaptmp_002245;Parent=gene-pgaptmp_002245;Name=extdb:pgaptmp_002245;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003596390.1;locus_tag=pgaptmp_002245;product=hypothetical protein;protein_id=extdb:pgaptmp_002245;transl_table=11	hypothetical protein	1423816.BACQ01000033_gene1420	5.62E-93	286	2E4QH@1|root,32ZJ3@2|Bacteria,1V374@1239|Firmicutes,4I0YF@91061|Bacilli	91061|Bacilli																						
pgaptmp_002246	contig68	Protein Homology	CDS	4005	5930		-	0	ID=cds-pgaptmp_002246;Parent=gene-pgaptmp_002246;Name=extdb:pgaptmp_002246;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012492080.1;locus_tag=pgaptmp_002246;product=heparinase II/III family protein;protein_id=extdb:pgaptmp_002246;transl_table=11	heparinase II/III family protein	543734.LCABL_28520	0	1257	COG5434@1|root,COG5434@2|Bacteria,1UHQG@1239|Firmicutes,4ISXY@91061|Bacilli	91061|Bacilli	M	Heparinase II/III N-terminus													Hepar_II_III,Hepar_II_III_N							
pgaptmp_002247	contig68	Protein Homology	CDS	5869	6216		-	0	ID=cds-pgaptmp_002247;Parent=gene-pgaptmp_002247;Name=extdb:pgaptmp_002247;Ontology_term=GO:0015031,GO:0005886;gbkey=CDS;go_component=plasma membrane|0005886||IEA;go_process=protein transport|0015031||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003662554.1;locus_tag=pgaptmp_002247;product=preprotein translocase subunit YajC;protein_id=extdb:pgaptmp_002247;transl_table=11	preprotein translocase subunit YajC	519441.Smon_0715	0.000146	45.1	COG1862@1|root,COG1862@2|Bacteria,37BA0@32066|Fusobacteria	32066|Fusobacteria	U	Preprotein translocase, YajC subunit				ko:K03210	ko02024,ko03060,ko03070,map02024,map03060,map03070	M00335			ko00000,ko00001,ko00002,ko02044	3.A.5.1,3.A.5.2			YajC						K03210	yajC; preprotein translocase subunit YajC
