"id","Category","Locus","Gene Name","Aliases","Assigned Function","deseq2_log2_FC","Avg. Expression","lfc SE","wald stat","p-value","deseq2_q_value","ERGO_Function","GenBank_Function","strand","length_nt","length_aa","GRAVY","Molecular_Weight","Iso_electric_Point","gene_name","Kegg_Orthology","COG_Category_description","KEGG_Pathway_names","COG_category_eggnog","seed_ortholog_eggnog","evalue_eggnog","score_eggnog","Description_eggnog","Preferred_name_eggnog","GOs_eggnog","EC_eggnog","KEGG_ko_eggnog","KEGG_Pathway_eggnog","KEGG_Module_eggnog","KEGG_Reaction_eggnog","KEGG_rclass_eggnog","BRITE_eggnog","KEGG_TC_eggnog","CAZy_eggnog","BiGG_Reaction_eggnog","PFAMs_eggnog","TransAAP_Transporter_Family","TransAAP_Subfamily","TransAAP_Substrate_Function"
"RVCYZ001210","Uncategorized;","NODE_7_length_129943_cov_31.370709","null","pgaptmp_001363, extdb:pgaptmp_001363","Integral membrane protein",-2.52,6080,0.127,-19.8,1.27E-87,1.95E-85,"Integral membrane protein","Bax inhibitor-1/YccA family protein","positive",783,261,0.748659003831418,28480.7008,8.88446044921875,"None","K06890 - K06890 - uncharacterized protein","(S) Function Unknown","-","S","552531.BIF_00771",1.92E-167,470,"Belongs to the BI1 family","-","-","-","ko:K06890","-","-","-","-","ko00000","-","-","-","Bax1-I","NA","NA","NA"
"RVCYZ001222","Uncategorized;","NODE_7_length_129943_cov_31.370709","raiA","raiA, pgaptmp_001375, extdb:pgaptmp_001375","Ribosome-associated factor Y",-2.2,13500,0.14,-15.8,4.89E-56,1.92E-54,"Ribosome-associated factor Y","ribosome-associated translation inhibitor RaiA","positive",684,228,-0.449122807017544,25605.6608,5.62286376953125,"raiA","K17686 - copA, ctpA, ATP7 - P-type Cu+ transporter [EC:7.2.2.8] [7.2.2.8]","(J) Translation","-","J","552531.BIF_00013",1.82E-160,449,"Required for dimerization of active 70S ribosomes into 100S ribosomes in stationary phase","hpf","GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006417,GO:0006448,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0010629,GO:0015935,GO:0017148,GO:0019222,GO:0022626,GO:0022627,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032268,GO:0032269,GO:0032991,GO:0034248,GO:0034249,GO:0043021,GO:0043022,GO:0043024,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0044877,GO:0045900,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051246,GO:0051248,GO:0060255,GO:0065007,GO:0080090,GO:1990904,GO:2000112,GO:2000113","-","ko:K05808","-","-","-","-","ko00000,ko03009","-","-","-","Ribosom_S30AE_C,Ribosomal_S30AE","NA","NA","NA"
"RVCYZ001244","metabolic process;cellular process;","NODE_7_length_129943_cov_31.370709","null","pgaptmp_001397, extdb:pgaptmp_001397","Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)",-1.77,4910,0.109,-16.3,4.88E-60,2.54E-58,"Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)","peptidylprolyl isomerase (EC 5.2.1.8)","negative",537,179,-0.245810055865922,19441.615,4.69964599609375,"None","K03767 - PPIA - peptidyl-prolyl cis-trans isomerase A (cyclophilin A) [EC:5.2.1.8] [5.2.1.8]","(G) Carbohydrate metabolism and transport","Cationic antimicrobial peptide (CAMP) resistance; Necroptosis","G","552531.BIF_01746",4.86E-134,379,"PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides","ppiA","GO:0000413,GO:0003674,GO:0003755,GO:0003824,GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0010035,GO:0010038,GO:0010039,GO:0016020,GO:0016853,GO:0016859,GO:0018193,GO:0018208,GO:0019538,GO:0030312,GO:0036211,GO:0042221,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0071704,GO:0071944,GO:0140096,GO:1901564","5.2.1.8","ko:K03767,ko:K03768","ko01503,ko04217,map01503,map04217","-","-","-","ko00000,ko00001,ko01000,ko03110,ko04147","-","-","-","Pro_isomerase","NA","NA","NA"
"RVCYZ001251","metabolic process;cellular process;","NODE_7_length_129943_cov_31.370709","pflB","pflB, pgaptmp_001404, extdb:pgaptmp_001404","Formate acetyltransferase (EC 2.3.1.54)",-2.61,50700,0.136,-19.2,5.83E-82,7.23E-80,"Formate acetyltransferase (EC 2.3.1.54)","formate C-acetyltransferase (EC 2.3.1.54)","positive",2376,792,-0.503282828282827,89367.5059000005,5.07769775390625,"pflB","K00656 - E2.3.1.54, pflD - formate C-acetyltransferase [EC:2.3.1.54] [2.3.1.54]","(C) Energy production and conversion","Pyruvate metabolism; Propanoate metabolism; Butanoate metabolism; Metabolic pathways; Microbial metabolism in diverse environments","C","552531.BIF_00155",0,1614,"Pyruvate formate lyase-like","pflB","-","2.3.1.54","ko:K00656","ko00620,ko00640,ko00650,ko01100,ko01120,map00620,map00640,map00650,map01100,map01120","-","R00212,R06987","RC00004,RC01181,RC02742,RC02833","ko00000,ko00001,ko01000","-","-","-","Gly_radical,PFL-like","NA","NA","NA"
"RVCYZ001254","metabolic process;cellular process;response to stimulus;localization;","NODE_7_length_129943_cov_31.370709","tig","tig, pgaptmp_001407, extdb:pgaptmp_001407","Trigger factor, ppiase (EC 5.2.1.8)",-1.26,10000,0.119,-10.6,4.66E-26,3.29E-25,"Trigger factor, ppiase (EC 5.2.1.8)","trigger factor (EC 5.2.1.8)","positive",1383,461,-0.473318872017353,49919.7835000001,4.27276611328125,"tig","K03545 - tig - trigger factor","(D) Cell cycle control and mitosis","-","D","552531.BIF_00120",6.03E-305,837,"Involved in protein export. Acts as a chaperone by maintaining the newly synthesized protein in an open conformation. Functions as a peptidyl-prolyl cis-trans isomerase","tig","GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006950,GO:0007154,GO:0008150,GO:0009267,GO:0009605,GO:0009987,GO:0009991,GO:0016020,GO:0030312,GO:0031667,GO:0031668,GO:0031669,GO:0033554,GO:0042221,GO:0042594,GO:0044424,GO:0044444,GO:0044464,GO:0046677,GO:0050896,GO:0051716,GO:0071496,GO:0071944","-","ko:K03545","-","-","-","-","ko00000","-","-","-","FKBP_C,Trigger_C,Trigger_N","NA","NA","NA"
"RVCYZ001256","metabolic process;response to stimulus;","NODE_7_length_129943_cov_31.370709","null","pgaptmp_001409, extdb:pgaptmp_001409","ATP-dependent endopeptidase clp proteolytic subunit clpP (EC 3.4.21.92)",-1.37,2580,0.0867,-15.8,1.87E-56,7.51E-55,"ATP-dependent endopeptidase clp proteolytic subunit clpP (EC 3.4.21.92)","ATP-dependent Clp protease proteolytic subunit","positive",585,195,-0.233333333333333,21523.2678,4.61968994140625,"None","K01358 - clpP, CLPP - ATP-dependent Clp protease, protease subunit [EC:3.4.21.92] [3.4.21.92]","(O) Post-translational modification, protein turnover, chaperone functions","Cell cycle - Caulobacter; Longevity regulating pathway - worm","O","552531.BIF_00224",7.69E-141,397,"Cleaves peptides in various proteins in a process that requires ATP hydrolysis. Has a chymotrypsin-like activity. Plays a major role in the degradation of misfolded proteins","clpP1","-","3.4.21.92","ko:K01358","ko04112,ko04212,map04112,map04212","-","-","-","ko00000,ko00001,ko01000,ko01002","-","-","-","CLP_protease","NA","NA","NA"
"RVCYZ001257","metabolic process;response to stimulus;","NODE_7_length_129943_cov_31.370709","null","pgaptmp_001410, extdb:pgaptmp_001410","ATP-dependent endopeptidase clp proteolytic subunit clpP (EC 3.4.21.92)",-1.34,3380,0.126,-10.6,2.99E-26,2.14E-25,"ATP-dependent endopeptidase clp proteolytic subunit clpP (EC 3.4.21.92)","ATP-dependent Clp protease proteolytic subunit","positive",699,233,-0.239914163090129,25805.1787,5.08917236328125,"None","K01358 - clpP, CLPP - ATP-dependent Clp protease, protease subunit [EC:3.4.21.92] [3.4.21.92]","(O) Post-translational modification, protein turnover, chaperone functions","Cell cycle - Caulobacter; Longevity regulating pathway - worm","O","552531.BIF_00225",5.41E-160,449,"Cleaves peptides in various proteins in a process that requires ATP hydrolysis. Has a chymotrypsin-like activity. Plays a major role in the degradation of misfolded proteins","clpP","GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0008150,GO:0016020,GO:0030312,GO:0040007,GO:0044424,GO:0044444,GO:0044464,GO:0071944","3.4.21.92","ko:K01358","ko04112,ko04212,map04112,map04212","-","-","-","ko00000,ko00001,ko01000,ko01002","-","-","-","CLP_protease","NA","NA","NA"
"RVCYZ001279","Uncategorized;","NODE_7_length_129943_cov_31.370709","null","pgaptmp_001434, extdb:pgaptmp_001434","Hypothetical cytosolic protein",-1.39,2300,0.163,-8.53,1.44E-17,6.53E-17,"Hypothetical cytosolic protein","cupin domain-containing protein","negative",348,116,0.093103448275862,12356.052,4.40838623046875,"None","NA","(S) Function Unknown","-","S","552531.BIF_01835",1.00E-75,227,"Cupin 2, conserved barrel domain protein","-","-","-","-","-","-","-","-","-","-","-","-","Cupin_2","NA","NA","NA"
"RVCYZ001283","Uncategorized;","NODE_7_length_129943_cov_31.370709","null","pgaptmp_001438, extdb:pgaptmp_001438","Hypothetical membrane spanning protein",-1.35,3760,0.099,-13.6,3.11E-42,5.33E-41,"Hypothetical membrane spanning protein","putative sulfate exporter family transporter","negative",1107,369,0.881029810298104,39429.1416,9.64593505859375,"None","K06446 - DCAA - acyl-CoA dehydrogenase [EC:1.3.99.-] [1.3.99.-]","(S) Function Unknown","-","S","552531.BIF_00176",2.42E-253,697,"Conserved hypothetical protein 698","-","-","-","-","-","-","-","-","-","-","-","-","Cons_hypoth698","NA","NA","NA"
"RVCYZ001290","metabolic process;cellular process;","NODE_7_length_129943_cov_31.370709","gndA","gndA, pgaptmp_001445, extdb:pgaptmp_001445","6-phosphogluconate dehydrogenase (EC 1.1.1.44)",-1.59,9500,0.118,-13.5,2.23E-41,3.62E-40,"6-phosphogluconate dehydrogenase (EC 1.1.1.44)","NADP-dependent phosphogluconate dehydrogenase (EC 1.1.1.44)","positive",1455,485,-0.158350515463918,52812.2648000001,5.28997802734375,"gndA","K00033 - PGD, gnd, gntZ - 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343] [1.1.1.44 1.1.1.343]","(H) Coenzyme metabolis","Pentose phosphate pathway; Glutathione metabolism; Metabolic pathways; Biosynthesis of secondary metabolites; Microbial metabolism in diverse environments; NA; Carbon metabolism","H","552531.BIF_01147",0,968,"Catalyzes the oxidative decarboxylation of 6- phosphogluconate to ribulose 5-phosphate and CO(2), with concomitant reduction of NADP to NADPH","gnd","-","1.1.1.343,1.1.1.44","ko:K00033","ko00030,ko00480,ko01100,ko01110,ko01120,ko01130,ko01200,map00030,map00480,map01100,map01110,map01120,map01130,map01200","M00004,M00006","R01528,R10221","RC00001,RC00539","ko00000,ko00001,ko00002,ko01000","-","-","-","6PGD,NAD_binding_2","NA","NA","NA"
"RVCYZ001292","Uncategorized;","NODE_7_length_129943_cov_31.370709","null","pgaptmp_001447, extdb:pgaptmp_001447","Glucose-6-phosphate dehydrogenase subunit",-1.41,3770,0.115,-12.3,1.08E-34,1.18E-33,"Glucose-6-phosphate dehydrogenase subunit","glucose-6-phosphate dehydrogenase assembly protein OpcA","negative",948,316,-0.29746835443038,35418.0519,5.06427001953125,"None","K01912 - paaK - phenylacetate-CoA ligase [EC:6.2.1.30] [6.2.1.30]; K06895 - lysE, argO - L-lysine exporter family protein LysE/ArgO","(G) Carbohydrate metabolism and transport","-","G","552531.BIF_00791",5.42E-232,638,"Glucose-6-phosphate dehydrogenase subunit","opcA","-","-","-","-","-","-","-","-","-","-","-","OpcA_G6PD_assem","NA","NA","NA"
"RVCYZ001293","metabolic process;cellular process;signaling;response to stimulus;","NODE_7_length_129943_cov_31.370709","zwf","zwf, pgaptmp_001448, extdb:pgaptmp_001448","Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)",-1.36,5390,0.104,-13.1,2.42E-39,3.36E-38,"Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)","glucose-6-phosphate dehydrogenase","negative",1557,519,-0.387090558766859,58517.5013000001,6.09222412109375,"zwf","K00036 - G6PD, zwf - glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363] [1.1.1.49 1.1.1.363]","(G) Carbohydrate metabolism and transport","Pentose phosphate pathway; Glutathione metabolism; Metabolic pathways; Biosynthesis of secondary metabolites; Microbial metabolism in diverse environments; NA; Carbon metabolism; Central carbon metabolism in cancer","G","552531.BIF_00790",0,1073,"Catalyzes the oxidation of glucose 6-phosphate to 6- phosphogluconolactone","zwf","-","1.1.1.363,1.1.1.49","ko:K00036","ko00030,ko00480,ko01100,ko01110,ko01120,ko01130,ko01200,ko05230,map00030,map00480,map01100,map01110,map01120,map01130,map01200,map05230","M00004,M00006,M00008","R00835,R02736,R10907","RC00001,RC00066","ko00000,ko00001,ko00002,ko01000,ko04147","-","-","-","G6PD_C,G6PD_N","NA","NA","NA"
"RVCYZ001298","Uncategorized;","NODE_7_length_129943_cov_31.370709","null","pgaptmp_001453, extdb:pgaptmp_001453","Nucleoside deoxyribosyltransferase (EC 2.4.2.6)",-1.71,2630,0.142,-12,2.19E-33,2.21E-32,"Nucleoside deoxyribosyltransferase (EC 2.4.2.6)","nucleoside 2-deoxyribosyltransferase","positive",462,154,-0.116883116883117,16748.6236,4.43023681640625,"None","NA","(F) Nucleotide metabolism and transport","-","F","552531.BIF_00796",3.72E-105,304,"Nucleoside 2-deoxyribosyltransferase","-","-","-","-","-","-","-","-","-","-","-","-","Nuc_deoxyrib_tr","NA","NA","NA"
"RVCYZ001307","Uncategorized;","NODE_8_length_105766_cov_39.018601","null","pgaptmp_001461","HD domain family protein",1.21,107,0.2,6.02,1.70E-09,4.42E-09,"HD domain family protein","HD domain-containing protein","negative",252,84,-0.097619047619048,9225.25989999999,4.46051025390625,"None","NA","NA","-","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"RVCYZ001317","Uncategorized;","NODE_8_length_105766_cov_39.018601","null","pgaptmp_001472, extdb:pgaptmp_001472","Hypothetical protein",-1.01,3940,0.111,-9.09,9.99E-20,5.17E-19,"Hypothetical protein","hypothetical protein","negative",1008,336,-0.457440476190476,36445.6934,5.55340576171875,"None","K01474 - hyuB - N-methylhydantoinase B [EC:3.5.2.14] [3.5.2.14]","NA","-","-","552531.BIF_01173",6.91E-235,647,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","NA","NA","NA"
"RVCYZ001318","Uncategorized;","NODE_8_length_105766_cov_39.018601","null","pgaptmp_001473, extdb:pgaptmp_001473","Hypothetical membrane associated protein",-1.34,5690,0.109,-12.3,1.23E-34,1.32E-33,"Hypothetical membrane associated protein","GTPase","negative",1347,449,-0.679064587973274,48074.9949000002,4.64312744140625,"None","K01473 - hyuA - N-methylhydantoinase A [EC:3.5.2.14] [3.5.2.14]","NA","-","-","552531.BIF_01174",9.90E-276,759,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","NA","NA","NA"
"RVCYZ001331","metabolic process;cellular process;","NODE_8_length_105766_cov_39.018601","null","pgaptmp_001486, extdb:pgaptmp_001486","Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)",-1.46,11100,0.123,-11.9,1.42E-32,1.35E-31,"Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)","nucleoside hydrolase","negative",939,313,0.024281150159745,33995.8008,5.11761474609375,"None","K01239 - iunH - purine nucleosidase [EC:3.2.2.1] [3.2.2.1]","(F) Nucleotide metabolism and transport","Purine metabolism; Pyrimidine metabolism; Nicotinate and nicotinamide metabolism; Metabolic pathways","F","552531.BIF_01895",6.66E-235,645,"Inosine-uridine preferring nucleoside hydrolase","rihB","-","3.2.2.1,3.2.2.8","ko:K01239,ko:K01250,ko:K10213","ko00230,ko00240,ko00760,ko01100,map00230,map00240,map00760,map01100","-","R01245,R01273,R01677,R01770,R02137,R02143","RC00033,RC00063,RC00122,RC00318,RC00485","ko00000,ko00001,ko01000","-","-","-","IU_nuc_hydro","NA","NA","NA"
"RVCYZ001336","Uncategorized;","NODE_8_length_105766_cov_39.018601","null","pgaptmp_001492, extdb:pgaptmp_001492","Replication protein",1.1,222,0.226,4.87,1.10E-06,2.21E-06,"Replication protein","Rep family protein","positive",786,262,-1.09732824427481,31128.3359,9.73321533203125,"None","NA","(S) Function Unknown","-","S","552531.BIF_00873",8.16E-159,450,"Plasmid replication protein","-","-","-","-","-","-","-","-","-","-","-","-","Rep_2","NA","NA","NA"
"RVCYZ001337","Uncategorized;","NODE_8_length_105766_cov_39.018601","null","pgaptmp_001493, extdb:pgaptmp_001493","Modification methylase EcoRI (EC 2.1.1.72)",-1.03,784,0.13,-7.88,3.33E-15,1.32E-14,"Modification methylase EcoRI (EC 2.1.1.72)","DUF262 domain-containing protein","negative",1116,372,-0.75510752688172,43548.2717,4.99090576171875,"None","NA","(L) Replication and repair","-","L","552531.BIF_00872",1.39E-284,775,"HNH endonuclease","-","-","-","-","-","-","-","-","-","-","-","-","DUF262,HNH","NA","NA","NA"
"RVCYZ001340","metabolic process;cellular process;response to stimulus;","NODE_8_length_105766_cov_39.018601","frc","frc, pgaptmp_001496, extdb:pgaptmp_001496","Formyl-coenzyme A transferase (EC 2.8.3.16)",-2.07,34400,0.146,-14.1,2.16E-45,4.29E-44,"Formyl-coenzyme A transferase (EC 2.8.3.16)","formyl-CoA transferase (EC 2.8.3.16)","positive",1329,443,-0.420316027088036,48904.6213,5.03350830078125,"frc","K07749 - frc - formyl-CoA transferase [EC:2.8.3.16] [2.8.3.16]","(C) Energy production and conversion","Toluene degradation; Metabolic pathways; Microbial metabolism in diverse environments; Degradation of aromatic compounds","C","552531.BIF_01176",0,914,"Involved in the catabolism of oxalate and in the adapatation to low pH via the induction of the oxalate-dependent acid tolerance response (ATR). Catalyzes the transfer of the CoA moiety from formyl-CoA to oxalate","frc","-","2.8.3.15,2.8.3.16","ko:K07544,ko:K07749","ko00623,ko01100,ko01120,ko01220,map00623,map01100,map01120,map01220","M00418","R05588","RC00014,RC00137","ko00000,ko00001,ko00002,ko01000","-","-","-","CoA_transf_3","NA","NA","NA"
"RVCYZ001343","metabolic process;cellular process;response to stimulus;","NODE_8_length_105766_cov_39.018601","oxc","oxc, pgaptmp_001499, extdb:pgaptmp_001499","Oxalyl-CoA decarboxylase (EC 4.1.1.8)",-1.39,42100,0.119,-11.7,1.69E-31,1.52E-30,"Oxalyl-CoA decarboxylase (EC 4.1.1.8)","oxalyl-CoA decarboxylase (EC 4.1.1.8)","negative",1770,590,-0.113898305084746,63359.3056000001,4.83331298828125,"oxc","K01577 - oxc - oxalyl-CoA decarboxylase [EC:4.1.1.8] [4.1.1.8]","(E) Amino Acid metabolis and transport; (H) Coenzyme metabolis","Glyoxylate and dicarboxylate metabolism; Metabolic pathways","EH","552531.BIF_00592",0,1194,"Thiamine pyrophosphate enzyme, central domain","oxc","-","4.1.1.8","ko:K01577","ko00630,ko01100,map00630,map01100","-","R01908","RC00620","ko00000,ko00001,ko01000","-","-","iNJ661.Rv0118c","TPP_enzyme_C,TPP_enzyme_M,TPP_enzyme_N","NA","NA","NA"
"RVCYZ001348","metabolic process;cellular process;","NODE_8_length_105766_cov_39.018601","null","pgaptmp_001504, extdb:pgaptmp_001504","Inorganic pyrophosphatase (EC 3.6.1.1)",-1.92,7000,0.125,-15.3,7.18E-53,2.18E-51,"Inorganic pyrophosphatase (EC 3.6.1.1)","inorganic diphosphatase","positive",507,169,-0.433727810650888,18984.1684,4.54266357421875,"None","K01507 - ppa - inorganic pyrophosphatase [EC:3.6.1.1] [3.6.1.1]","(C) Energy production and conversion","Oxidative phosphorylation","C","552531.BIF_01115",3.01E-120,343,"Catalyzes the hydrolysis of inorganic pyrophosphate (PPi) forming two phosphate ions","ppa","GO:0000287,GO:0003674,GO:0003824,GO:0004427,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0043167,GO:0043169,GO:0044237,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0071944","3.6.1.1","ko:K01507","ko00190,map00190","-","-","-","ko00000,ko00001,ko01000","-","-","iNJ661.Rv3628","Pyrophosphatase","NA","NA","NA"
"RVCYZ001363","Uncategorized;","NODE_8_length_105766_cov_39.018601","gatC","gatC, pgaptmp_001519, extdb:pgaptmp_001519","Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (EC 6.3.5.-)",-1.87,1700,0.13,-14.3,1.29E-46,2.93E-45,"Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (EC 6.3.5.-)","Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC","negative",294,98,0.005102040816327,10511.7032,4.04034423828125,"gatC","K02435 - gatC, GATC - aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7] [6.3.5.6 6.3.5.7]","(J) Translation","Aminoacyl-tRNA biosynthesis; Metabolic pathways","J","1688.BCUN_1740",4.05E-53,169,"Allows the formation of correctly charged Asn-tRNA(Asn) or Gln-tRNA(Gln) through the transamidation of misacylated Asp- tRNA(Asn) or Glu-tRNA(Gln) in organisms which lack either or both of asparaginyl-tRNA or glutaminyl-tRNA synthetases. The reaction takes place in the presence of glutamine and ATP through an activated phospho-Asp-tRNA(Asn) or phospho-Glu-tRNA(Gln)","gatC","GO:0005575,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944","6.3.5.6,6.3.5.7","ko:K02435","ko00970,ko01100,map00970,map01100","-","R03905,R04212","RC00010","ko00000,ko00001,ko01000,ko03029","-","-","-","Glu-tRNAGln","NA","NA","NA"
"RVCYZ001372","Uncategorized;","NODE_8_length_105766_cov_39.018601","null","pgaptmp_001528, extdb:pgaptmp_001528","Cell surface protein",-1.9,19100,0.132,-14.4,4.15E-47,9.88E-46,"Cell surface protein","isopeptide-forming domain-containing fimbrial protein","negative",1680,560,-0.001785714285714,57732.9499000001,5.00885009765625,"None","K01997 - livH - branched-chain amino acid transport system permease protein","(M) Cell wall/membrane/envelop biogenesis","-","M","552531.BIF_00999",0,1055,"domain protein","-","-","-","-","-","-","-","-","-","-","-","-","GramPos_pilinBB,Gram_pos_anchor","NA","NA","NA"
"RVCYZ001373","Uncategorized;","NODE_8_length_105766_cov_39.018601","null","pgaptmp_001529, extdb:pgaptmp_001529","Collagen adhesion protein",-1.03,13800,0.139,-7.45,9.36E-14,3.36E-13,"Collagen adhesion protein","VWA domain-containing protein","negative",2637,879,-0.463708759954492,94622.1984000006,4.89581298828125,"None","NA","(Q) Secondary Structure","-","Q","552531.BIF_00998",0,1725,"von Willebrand factor (vWF) type A domain","-","-","-","-","-","-","-","-","-","-","-","-","Cna_B,FctA,VWA,VWA_2","NA","NA","NA"
"RVCYZ001374","Uncategorized;","NODE_8_length_105766_cov_39.018601","null","pgaptmp_001530, extdb:pgaptmp_001530","Sortase",1.17,1590,0.12,9.71,2.62E-22,1.57E-21,"Sortase","class C sortase","negative",1026,342,-0.15906432748538,37187.9797,9.62713623046875,"None","K07284 - srtA - sortase A [EC:3.4.22.70] [3.4.22.70]","(M) Cell wall/membrane/envelop biogenesis","-","M","552531.BIF_01042",5.47E-241,663,"Sortase family","-","-","3.4.22.70","ko:K07284","-","-","-","-","ko00000,ko01000,ko01002,ko01011","-","-","-","Sortase","NA","NA","NA"
"RVCYZ001399","Uncategorized;","NODE_9_length_90734_cov_43.987352","null","pgaptmp_001555","Transposase family protein",1.12,1070,0.233,4.79,1.70E-06,3.34E-06,"Transposase family protein","IS1249 family transposase","positive",1160,386,"None","None","None","None","NA","(L) Replication and repair","-","L","1437603.BMON_1684",4.65E-37,145,"Transposase and inactivated derivatives","tnp3503b","-","-","-","-","-","-","-","-","-","-","-","Transposase_mut","NA","NA","NA"
"RVCYZ001430","Uncategorized;","NODE_9_length_90734_cov_43.987352","null","pgaptmp_001588, extdb:pgaptmp_001588","Transcriptional regulator, TetR family",1,898,0.134,7.49,6.63E-14,2.42E-13,"Transcriptional regulator, TetR family","TetR/AcrR family transcriptional regulator","negative",636,212,-0.24811320754717,23608.7953,4.90960693359375,"None","K03071 - secB - preprotein translocase subunit SecB","(K) Transcription","-","K","552531.BIF_01608",4.71E-146,412,"Bacterial regulatory proteins, tetR family","-","-","-","-","-","-","-","-","-","-","-","-","TetR_C_6,TetR_N","NA","NA","NA"
"RVCYZ001465","metabolic process;cellular process;","NODE_10_length_57845_cov_42.835580","null","pgaptmp_000009, extdb:pgaptmp_000009","4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)",1.36,1880,0.0915,14.8,7.59E-50,2.04E-48,"4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)","4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase","negative",954,318,0.034276729559749,32998.7141,5.16021728515625,"None","K00919 - ispE - 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148] [2.7.1.148]","(F) Nucleotide metabolism and transport","Terpenoid backbone biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites; NA","F","552531.BIF_01675",1.44E-227,627,"Catalyzes the phosphorylation of the position 2 hydroxy group of 4-diphosphocytidyl-2C-methyl-D-erythritol","ispE","GO:0003674,GO:0003824,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0040007,GO:0044237,GO:0050515","2.7.1.148","ko:K00919","ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130","M00096","R05634","RC00002,RC01439","ko00000,ko00001,ko00002,ko01000","-","-","-","GHMP_kinases_C,GHMP_kinases_N","NA","NA","NA"
